UID,2020/9/15,2020/9/16,Equal
002210.SZ,2.43,2.43,TRUE
002211.SZ,6.16,6.16,TRUE
002212.SZ,23.75,23.75,TRUE
002213.SZ,16.1,16.1,TRUE
002214.SZ,24.13,24.13,TRUE
002215.SZ,6.45,6.45,TRUE
002216.SZ,31.11,31.11,TRUE
002217.SZ,5.21,5.21,TRUE
002218.SZ,4.2,4.2,TRUE
002219.SZ,1.61,1.61,TRUE
002221.SZ,9.19,9.19,TRUE
002222.SZ,14.12,14.12,TRUE
002223.SZ,32.63,32.63,TRUE
002224.SZ,6.23,6.23,TRUE
002225.SZ,4.88,4.88,TRUE
002226.SZ,6.67,6.67,TRUE
002227.SZ,12.74,12.74,TRUE
002228.SZ,6.1,6.1,TRUE
002229.SZ,7.33,7.33,TRUE
002230.SZ,35.1,35.1,TRUE
002231.SZ,6.87,6.87,TRUE
002232.SZ,11.67,11.67,TRUE
002233.SZ,14.83,14.83,TRUE
002234.SZ,19.85,19.85,TRUE
002235.SZ,9.56,9.56,TRUE
002236.SZ,23.4,23.4,TRUE
002237.SZ,15.44,15.44,TRUE
002238.SZ,7.08,7.08,TRUE
002239.SZ,4.69,4.69,TRUE
002240.SZ,14.78,14.78,TRUE
002241.SZ,41.4,41.4,TRUE
002242.SZ,43.27,43.27,TRUE
002243.SZ,13.37,13.37,TRUE
002244.SZ,5.02,5.02,TRUE
002245.SZ,4.9,4.9,TRUE
002246.SZ,7.8,7.8,TRUE
002247.SZ,1.98,1.98,TRUE
002248.SZ,7.41,7.41,TRUE
002249.SZ,4.19,4.19,TRUE
002250.SZ,27.79,27.79,TRUE
002251.SZ,11.42,11.42,TRUE
002252.SZ,8.58,8.58,TRUE
002253.SZ,15.62,15.62,TRUE
002254.SZ,14.89,14.89,TRUE
002255.SZ,4.57,4.57,TRUE
002256.SZ,1.24,1.24,TRUE
002258.SZ,22.32,22.32,TRUE
002259.SZ,3.64,3.64,TRUE
002260.SZ,3.15,3.15,TRUE
002261.SZ,8.13,8.13,TRUE
002262.SZ,16.13,16.13,TRUE
002263.SZ,2.63,2.63,TRUE
002264.SZ,5.07,5.07,TRUE
002265.SZ,8.47,8.47,TRUE
002266.SZ,5.25,5.25,TRUE
002267.SZ,6.53,6.53,TRUE
002268.SZ,19.88,19.88,TRUE
002269.SZ,2.41,2.41,TRUE
002270.SZ,6.49,6.49,TRUE
002271.SZ,55.46,55.46,TRUE
002272.SZ,4.87,4.87,TRUE
002273.SZ,14.92,14.92,TRUE
002274.SZ,5.1,5.1,TRUE
002275.SZ,14.4,14.4,TRUE
002276.SZ,7.54,7.54,TRUE
002277.SZ,4.85,4.85,TRUE
002278.SZ,6.91,6.91,TRUE
002279.SZ,6.54,6.54,TRUE
002280.SZ,1.37,1.37,TRUE
002281.SZ,33.11,33.11,TRUE
002282.SZ,10.62,10.62,TRUE
002283.SZ,6.09,6.09,TRUE
002284.SZ,5.19,5.19,TRUE
002285.SZ,5.69,5.69,TRUE
002286.SZ,15.1,15.1,TRUE
002287.SZ,27.72,27.72,TRUE
002288.SZ,8.35,8.35,TRUE
002289.SZ,13.06,13.06,TRUE
002290.SZ,5.08,5.08,TRUE
002291.SZ,19,19,TRUE
002292.SZ,7.26,7.26,TRUE
002293.SZ,11.44,11.44,TRUE
002294.SZ,36.19,36.19,TRUE
002295.SZ,7.7,7.7,TRUE
002296.SZ,8.17,8.17,TRUE
002297.SZ,7.33,7.33,TRUE
002298.SZ,11.23,11.23,TRUE
002299.SZ,23.69,23.69,TRUE
002300.SZ,6.78,6.78,TRUE
002301.SZ,15.65,15.65,TRUE
002302.SZ,11.34,11.34,TRUE
002303.SZ,4.92,4.92,TRUE
002304.SZ,137.26,137.26,TRUE
002305.SZ,2.51,2.51,TRUE
002306.SZ,2.88,2.88,TRUE
002307.SZ,6.66,6.66,TRUE
002308.SZ,6.68,6.68,TRUE
002309.SZ,6.11,6.11,TRUE
002310.SZ,5.14,5.14,TRUE
002311.SZ,64.39,64.39,TRUE
002312.SZ,6.24,6.24,TRUE
002313.SZ,16.12,16.12,TRUE
002314.SZ,3.98,3.98,TRUE
002315.SZ,20.51,20.51,TRUE
002316.SZ,6.22,6.22,TRUE
002317.SZ,14.55,14.55,TRUE
002318.SZ,8.69,8.69,TRUE
002319.SZ,8.5,8.5,TRUE
002320.SZ,11.1,11.1,TRUE
002321.SZ,4.24,4.24,TRUE
002322.SZ,15.01,15.01,TRUE
002323.SZ,3.91,3.91,TRUE
002324.SZ,14.23,14.23,TRUE
002325.SZ,3.22,3.22,TRUE
002326.SZ,12.08,12.08,TRUE
002327.SZ,7.86,7.86,TRUE
002328.SZ,5.58,5.58,TRUE
002329.SZ,5.93,5.93,TRUE
002330.SZ,7.13,7.13,TRUE
002331.SZ,11.72,11.72,TRUE
002332.SZ,16.95,16.95,TRUE
002333.SZ,5.3,5.3,TRUE
002334.SZ,5.59,5.59,TRUE
002335.SZ,31.49,31.49,TRUE
002336.SZ,5.16,5.16,TRUE
002337.SZ,3.54,3.54,TRUE
002338.SZ,23.05,23.05,TRUE
002339.SZ,6.77,6.77,TRUE
002340.SZ,5.14,5.14,TRUE
002341.SZ,4.94,4.94,TRUE
002342.SZ,3.46,3.46,TRUE
002343.SZ,8.98,8.98,TRUE
002344.SZ,4.43,4.43,TRUE
002345.SZ,4.05,4.05,TRUE
002346.SZ,11.02,11.02,TRUE
002347.SZ,4.58,4.58,TRUE
002348.SZ,3.04,3.04,TRUE
002349.SZ,5.38,5.38,TRUE
002350.SZ,5.42,5.42,TRUE
002351.SZ,16.44,16.44,TRUE
002352.SZ,80.95,80.95,TRUE
002353.SZ,31.2,31.2,TRUE
002354.SZ,3.9,3.9,TRUE
002355.SZ,5.96,5.96,TRUE
002356.SZ,1.3,1.3,TRUE
002357.SZ,6.26,6.26,TRUE
002358.SZ,5.94,5.94,TRUE
002359.SZ,1.22,1.22,TRUE
002360.SZ,6.48,6.48,TRUE
002361.SZ,4.95,4.95,TRUE
002362.SZ,23.86,23.86,TRUE
002363.SZ,6.34,6.34,TRUE
002364.SZ,10.51,10.51,TRUE
002365.SZ,11.87,11.87,TRUE
002366.SZ,4.92,4.92,TRUE
002367.SZ,11.86,11.86,TRUE
002368.SZ,28.32,28.32,TRUE
002369.SZ,7.94,7.94,TRUE
002370.SZ,6.06,6.06,TRUE
002371.SZ,160,160,TRUE
002372.SZ,14.58,14.58,TRUE
002373.SZ,22.62,22.62,TRUE
002374.SZ,2.71,2.71,TRUE
002375.SZ,12.13,12.13,TRUE
002376.SZ,9.98,9.98,TRUE
002377.SZ,4.06,4.06,TRUE
002378.SZ,5.91,5.91,TRUE
002379.SZ,3.16,3.16,TRUE
002380.SZ,15.4,15.4,TRUE
002381.SZ,9.88,9.88,TRUE
002382.SZ,24.39,24.39,TRUE
002383.SZ,9.92,9.92,TRUE
002384.SZ,27.04,27.04,TRUE
002385.SZ,9.55,9.55,TRUE
002386.SZ,5.51,5.51,TRUE
002387.SZ,13.85,13.85,TRUE
002388.SZ,7.04,7.04,TRUE
002389.SZ,20.85,20.85,TRUE
002390.SZ,7,7,TRUE
002391.SZ,8,8,TRUE
002392.SZ,5.52,5.52,TRUE
002393.SZ,25.35,25.35,TRUE
002394.SZ,10.44,10.44,TRUE
002395.SZ,17.86,17.86,TRUE
002396.SZ,27.42,27.42,TRUE
002397.SZ,5.36,5.36,TRUE
002398.SZ,10.79,10.79,TRUE
002399.SZ,22.24,22.24,TRUE
002400.SZ,7.83,7.83,TRUE
002401.SZ,14.52,14.52,TRUE
002402.SZ,16.11,16.11,TRUE
002403.SZ,8.79,8.79,TRUE
002404.SZ,6.3,6.3,TRUE
002405.SZ,15.75,15.75,TRUE
002406.SZ,6.74,6.74,TRUE
002407.SZ,11.61,11.61,TRUE
002408.SZ,8.82,8.82,TRUE
002409.SZ,53.15,53.15,TRUE
002410.SZ,71.99,71.99,TRUE
002411.SZ,6.96,6.96,TRUE
002412.SZ,7.28,7.28,TRUE
002413.SZ,8.2,8.2,TRUE
002414.SZ,38.31,38.31,TRUE
002415.SZ,37.64,37.64,TRUE
002416.SZ,8.7,8.7,TRUE
002417.SZ,8.6,8.6,TRUE
002418.SZ,1.91,1.91,TRUE
002419.SZ,9.96,9.96,TRUE
002420.SZ,4,4,TRUE
002421.SZ,4.12,4.12,TRUE
002422.SZ,24.08,24.08,TRUE
002423.SZ,9.8,9.8,TRUE
002424.SZ,9.09,9.09,TRUE
002425.SZ,11.29,11.29,TRUE
002426.SZ,1.88,1.88,TRUE
002427.SZ,5.38,5.38,TRUE
002428.SZ,13.73,13.73,TRUE
002429.SZ,6.56,6.56,TRUE
002430.SZ,21.84,21.84,TRUE
002431.SZ,3.94,3.94,TRUE
002432.SZ,10.8,10.8,TRUE
002433.SZ,4.82,4.82,TRUE
002434.SZ,10.59,10.59,TRUE
002435.SZ,4.02,4.02,TRUE
002436.SZ,11.3,11.3,TRUE
002437.SZ,3.42,3.42,TRUE
002438.SZ,11.9,11.9,TRUE
002439.SZ,35.2,35.2,TRUE
002440.SZ,9.61,9.61,TRUE
002441.SZ,8.24,8.24,TRUE
002442.SZ,4.48,4.48,TRUE
002443.SZ,7.54,7.54,TRUE
002444.SZ,19.89,19.89,TRUE
002445.SZ,2.06,2.06,TRUE
002446.SZ,8.07,8.07,TRUE
002447.SZ,2.03,2.03,TRUE
002448.SZ,5.54,5.54,TRUE
002449.SZ,12.46,12.46,TRUE
002450.SZ,3.52,3.52,TRUE
002451.SZ,7.72,7.72,TRUE
002452.SZ,6.77,6.77,TRUE
002453.SZ,5.49,5.49,TRUE
002454.SZ,5.52,5.52,TRUE
002455.SZ,5.18,5.18,TRUE
002456.SZ,14.88,14.88,TRUE
002457.SZ,8.66,8.66,TRUE
002458.SZ,13.14,13.14,TRUE
002459.SZ,26.79,26.79,TRUE
002460.SZ,52.3,52.3,TRUE
002461.SZ,10,10,TRUE
002462.SZ,14.92,14.92,TRUE
002463.SZ,18.47,18.47,TRUE
002464.SZ,5.29,5.29,TRUE
002465.SZ,12.22,12.22,TRUE
002466.SZ,20.74,20.74,TRUE
002467.SZ,6.75,6.75,TRUE
002468.SZ,15.45,15.45,TRUE
002469.SZ,5.31,5.31,TRUE
002470.SZ,1.51,1.51,TRUE
002471.SZ,2.51,2.51,TRUE
002472.SZ,6.95,6.95,TRUE
002473.SZ,6.38,6.38,TRUE
002474.SZ,7.92,7.92,TRUE
002475.SZ,55.49,55.49,TRUE
002476.SZ,5.46,5.46,TRUE
002478.SZ,5.03,5.03,TRUE
002479.SZ,7,7,TRUE
002480.SZ,5.24,5.24,TRUE
002481.SZ,15.72,15.72,TRUE
002482.SZ,3.64,3.64,TRUE
002483.SZ,5.45,5.45,TRUE
002484.SZ,10.2,10.2,TRUE
002485.SZ,5.65,5.65,TRUE
002486.SZ,3.87,3.87,TRUE
002487.SZ,10.15,10.15,TRUE
002488.SZ,7.97,7.97,TRUE
002489.SZ,4.54,4.54,TRUE
002490.SZ,3.7,3.7,TRUE
002491.SZ,5.32,5.32,TRUE
002492.SZ,5.85,5.85,TRUE
002493.SZ,18.82,18.82,TRUE
002494.SZ,5.43,5.43,TRUE
002495.SZ,2.76,2.76,TRUE
002496.SZ,3.22,3.22,TRUE
002497.SZ,9.42,9.42,TRUE
002498.SZ,4.73,4.73,TRUE
002499.SZ,3.52,3.52,TRUE
002500.SZ,7.79,7.79,TRUE
002501.SZ,1.44,1.44,TRUE
002502.SZ,2.87,2.87,TRUE
002503.SZ,2.83,2.83,TRUE
002504.SZ,2.73,2.73,TRUE
002505.SZ,2.66,2.66,TRUE
002506.SZ,3.79,3.79,TRUE
002507.SZ,46.01,46.01,TRUE
002508.SZ,35.85,35.85,TRUE
002510.SZ,4.67,4.67,TRUE
002511.SZ,21.45,21.45,TRUE
002512.SZ,6.18,6.18,TRUE
002513.SZ,3.93,3.93,TRUE
002514.SZ,4.08,4.08,TRUE
002515.SZ,6.39,6.39,TRUE
002516.SZ,3.82,3.82,TRUE
002517.SZ,5.39,5.39,TRUE
002518.SZ,14.34,14.34,TRUE
002519.SZ,4.81,4.81,TRUE
002520.SZ,6.9,6.9,TRUE
002521.SZ,6.1,6.1,TRUE
002522.SZ,6.44,6.44,TRUE
002523.SZ,2.72,2.72,TRUE
002524.SZ,10.4,10.4,TRUE
002526.SZ,2.66,2.66,TRUE
002527.SZ,5.81,5.81,TRUE
002528.SZ,4.54,4.54,TRUE
002529.SZ,6.43,6.43,TRUE
002530.SZ,10.51,10.51,TRUE
002531.SZ,7.19,7.19,TRUE
002532.SZ,7.28,7.28,TRUE
002533.SZ,5.85,5.85,TRUE
002534.SZ,9,9,TRUE
002535.SZ,1.54,1.54,TRUE
002536.SZ,5.87,5.87,TRUE
002537.SZ,7.45,7.45,TRUE
002538.SZ,6.27,6.27,TRUE
002539.SZ,7.16,7.16,TRUE
002540.SZ,5.02,5.02,TRUE
002541.SZ,43.23,43.23,TRUE
002542.SZ,3.72,3.72,TRUE
002543.SZ,8.48,8.48,TRUE
002544.SZ,15.12,15.12,TRUE
002545.SZ,8.16,8.16,TRUE
002546.SZ,4.31,4.31,TRUE
002547.SZ,5.76,5.76,TRUE
002548.SZ,9.01,9.01,TRUE
002549.SZ,7.39,7.39,TRUE
002550.SZ,4.78,4.78,TRUE
002551.SZ,7.18,7.18,TRUE
002552.SZ,15.23,15.23,TRUE
002553.SZ,7.7,7.7,TRUE
002554.SZ,2.63,2.63,TRUE
002555.SZ,41.96,41.96,TRUE
002556.SZ,8.73,8.73,TRUE
002557.SZ,63.02,63.02,TRUE
002558.SZ,19.49,19.49,TRUE
002559.SZ,6.32,6.32,TRUE
002560.SZ,9.73,9.73,TRUE
002561.SZ,8.23,8.23,TRUE
002562.SZ,5.93,5.93,TRUE
002563.SZ,8.26,8.26,TRUE
002564.SZ,3.99,3.99,TRUE
002565.SZ,5.34,5.34,TRUE
002566.SZ,7.12,7.12,TRUE
002567.SZ,9.37,9.37,TRUE
002568.SZ,56.06,56.06,TRUE
002569.SZ,17.93,17.93,TRUE
002570.SZ,7.61,7.61,TRUE
002571.SZ,6.75,6.75,TRUE
002572.SZ,28.99,28.99,TRUE
002573.SZ,6.05,6.05,TRUE
002574.SZ,4.94,4.94,TRUE
002575.SZ,5,5,TRUE
002576.SZ,13.02,13.02,TRUE
002577.SZ,14.35,14.35,TRUE
002578.SZ,3.71,3.71,TRUE
002579.SZ,14.88,14.88,TRUE
002580.SZ,5.86,5.86,TRUE
002581.SZ,18.85,18.85,TRUE
002582.SZ,14.95,14.95,TRUE
002583.SZ,7.9,7.9,TRUE
002584.SZ,7.05,7.05,TRUE
002585.SZ,9.23,9.23,TRUE
002586.SZ,2.06,2.06,TRUE
002587.SZ,6.17,6.17,TRUE
002588.SZ,5.55,5.55,TRUE
002589.SZ,5.68,5.68,TRUE
002590.SZ,7.86,7.86,TRUE
002591.SZ,7.28,7.28,TRUE
002592.SZ,5.13,5.13,TRUE
002593.SZ,3.74,3.74,TRUE
002594.SZ,101.3,101.3,TRUE
002595.SZ,27.73,27.73,TRUE
002596.SZ,6.69,6.69,TRUE
002597.SZ,34.22,34.22,TRUE
002598.SZ,6.87,6.87,TRUE
002599.SZ,4.55,4.55,TRUE
002600.SZ,11.54,11.54,TRUE
002601.SZ,24.73,24.73,TRUE
002602.SZ,10.62,10.62,TRUE
002603.SZ,26.09,26.09,TRUE
002605.SZ,31.57,31.57,TRUE
002606.SZ,7.68,7.68,TRUE
002607.SZ,33.63,33.63,TRUE
002608.SZ,6.75,6.75,TRUE
002609.SZ,12.33,12.33,TRUE
002610.SZ,2.43,2.43,TRUE
002611.SZ,4.6,4.6,TRUE
002612.SZ,10.28,10.28,TRUE
002613.SZ,4.48,4.48,TRUE
002614.SZ,15.09,15.09,TRUE
002615.SZ,6.45,6.45,TRUE
002616.SZ,10.77,10.77,TRUE
002617.SZ,7.6,7.6,TRUE
002618.SZ,10.35,10.35,TRUE
002619.SZ,2.87,2.87,TRUE
002620.SZ,6.21,6.21,TRUE
002621.SZ,6.61,6.61,TRUE
002622.SZ,3.3,3.3,TRUE
002623.SZ,33.68,33.68,TRUE
002624.SZ,33.6,33.6,TRUE
002625.SZ,19.3,19.3,TRUE
002626.SZ,38.9,38.9,TRUE
002627.SZ,6.08,6.08,TRUE
002628.SZ,4.21,4.21,TRUE
002629.SZ,2.68,2.68,TRUE
002630.SZ,2.72,2.72,TRUE
002631.SZ,7.5,7.5,TRUE
002632.SZ,8.41,8.41,TRUE
002633.SZ,9.28,9.28,TRUE
002634.SZ,7.28,7.28,TRUE
002635.SZ,22.71,22.71,TRUE
002636.SZ,9.04,9.04,TRUE
002637.SZ,13.34,13.34,TRUE
002638.SZ,1.54,1.54,TRUE
002639.SZ,6.95,6.95,TRUE
002640.SZ,6.75,6.75,TRUE
002641.SZ,8.14,8.14,TRUE
002642.SZ,6.22,6.22,TRUE
002643.SZ,18.29,18.29,TRUE
002644.SZ,8.07,8.07,TRUE
002645.SZ,9.09,9.09,TRUE
002646.SZ,10.05,10.05,TRUE
002647.SZ,55.39,55.39,TRUE
002648.SZ,18.84,18.84,TRUE
002649.SZ,9.88,9.88,TRUE
002650.SZ,7.41,7.41,TRUE
002651.SZ,10.27,10.27,TRUE
002652.SZ,4.05,4.05,TRUE
002653.SZ,23.29,23.29,TRUE
002654.SZ,4.9,4.9,TRUE
002655.SZ,9.15,9.15,TRUE
002656.SZ,1.97,1.97,TRUE
002657.SZ,14.66,14.66,TRUE
002658.SZ,6.4,6.4,TRUE
002659.SZ,6.74,6.74,TRUE
002660.SZ,8.7,8.7,TRUE
002661.SZ,21.68,21.68,TRUE
002662.SZ,4.25,4.25,TRUE
002663.SZ,2.39,2.39,TRUE
002664.SZ,16.4,16.4,TRUE
002665.SZ,2.73,2.73,TRUE
002666.SZ,6.27,6.27,TRUE
002667.SZ,7.72,7.72,TRUE
002668.SZ,4.82,4.82,TRUE
002669.SZ,17.93,17.93,TRUE
002670.SZ,9.41,9.41,TRUE
002671.SZ,4.9,4.9,TRUE
002672.SZ,9.69,9.69,TRUE
002673.SZ,9.28,9.28,TRUE
002674.SZ,14.09,14.09,TRUE
002675.SZ,24.27,24.27,TRUE
002676.SZ,3.65,3.65,TRUE
002677.SZ,20.41,20.41,TRUE
002678.SZ,7.89,7.89,TRUE
002679.SZ,11.14,11.14,TRUE
002681.SZ,5.41,5.41,TRUE
002682.SZ,4.18,4.18,TRUE
002683.SZ,49.07,49.07,TRUE
002684.SZ,3.99,3.99,TRUE
002685.SZ,5.01,5.01,TRUE
002686.SZ,5.5,5.5,TRUE
002687.SZ,5.97,5.97,TRUE
002688.SZ,7.13,7.13,TRUE
002689.SZ,3.62,3.62,TRUE
002690.SZ,49.45,49.45,TRUE
002691.SZ,6.05,6.05,TRUE
002692.SZ,3.11,3.11,TRUE
002693.SZ,5.3,5.3,TRUE
002694.SZ,3.2,3.2,TRUE
002695.SZ,25.93,25.93,TRUE
002696.SZ,6.28,6.28,TRUE
002697.SZ,8.25,8.25,TRUE
002698.SZ,12.7,12.7,TRUE
002699.SZ,6.73,6.73,TRUE
002700.SZ,3.76,3.76,TRUE
002701.SZ,5.86,5.86,TRUE
002702.SZ,9.78,9.78,TRUE
002703.SZ,4.86,4.86,TRUE
002705.SZ,40,40,TRUE
002706.SZ,26.15,26.15,TRUE
002707.SZ,10.01,10.01,TRUE
002708.SZ,6.87,6.87,TRUE
002709.SZ,45.77,45.77,TRUE
002711.SZ,0.77,0.77,TRUE
002712.SZ,10.27,10.27,TRUE
002713.SZ,8.35,8.35,TRUE
002714.SZ,78.71,78.71,TRUE
002715.SZ,26.67,26.67,TRUE
002716.SZ,1.98,1.98,TRUE
002717.SZ,4.18,4.18,TRUE
002718.SZ,15.81,15.81,TRUE
002719.SZ,8.04,8.04,TRUE
002721.SZ,4.01,4.01,TRUE
002722.SZ,13.25,13.25,TRUE
002723.SZ,11.48,11.48,TRUE
002724.SZ,7.72,7.72,TRUE
002725.SZ,10.34,10.34,TRUE
002726.SZ,10.97,10.97,TRUE
002727.SZ,40.75,40.75,TRUE
002728.SZ,14,14,TRUE
002729.SZ,43.41,43.41,TRUE
002730.SZ,11.79,11.79,TRUE
002731.SZ,7.95,7.95,TRUE
002732.SZ,26.65,26.65,TRUE
002733.SZ,20.02,20.02,TRUE
002734.SZ,14.88,14.88,TRUE
002735.SZ,41.78,41.78,TRUE
002736.SZ,13.21,13.21,TRUE
002737.SZ,17.9,17.9,TRUE
002738.SZ,15.78,15.78,TRUE
002739.SZ,17.9,17.9,TRUE
002740.SZ,5.92,5.92,TRUE
002741.SZ,14.69,14.69,TRUE
002742.SZ,7.47,7.47,TRUE
002743.SZ,9.29,9.29,TRUE
002745.SZ,16.6,16.6,TRUE
002746.SZ,13.18,13.18,TRUE
002747.SZ,18.69,18.69,TRUE
002748.SZ,7.54,7.54,TRUE
002749.SZ,12.8,12.8,TRUE
002750.SZ,8.56,8.56,TRUE
002751.SZ,23.69,23.69,TRUE
002752.SZ,5.72,5.72,TRUE
002753.SZ,9.12,9.12,TRUE
002755.SZ,17.49,17.49,TRUE
002756.SZ,17.6,17.6,TRUE
002757.SZ,21.37,21.37,TRUE
002758.SZ,11.17,11.17,TRUE
002759.SZ,8.89,8.89,TRUE
002760.SZ,21.71,21.71,TRUE
002761.SZ,9.17,9.17,TRUE
002762.SZ,6.49,6.49,TRUE
002763.SZ,7.85,7.85,TRUE
002765.SZ,4.7,4.7,TRUE
002766.SZ,3.45,3.45,TRUE
002767.SZ,14.89,14.89,TRUE
002768.SZ,35.25,35.25,TRUE
002769.SZ,8.55,8.55,TRUE
002770.SZ,1.85,1.85,TRUE
002771.SZ,13.69,13.69,TRUE
002772.SZ,8.93,8.93,TRUE
002773.SZ,47.38,47.38,TRUE
002774.SZ,7.21,7.21,TRUE
002775.SZ,5.36,5.36,TRUE
002776.SZ,8.46,8.46,TRUE
002777.SZ,22.9,22.9,TRUE
002778.SZ,23.33,23.33,TRUE
002779.SZ,18.66,18.66,TRUE
002780.SZ,20.74,20.74,TRUE
002781.SZ,21.33,21.33,TRUE
002782.SZ,13.12,13.12,TRUE
002783.SZ,13.19,13.19,TRUE
002785.SZ,21.8,21.8,TRUE
002786.SZ,8.16,8.16,TRUE
002787.SZ,8.4,8.4,TRUE
002788.SZ,9.5,9.5,TRUE
002789.SZ,15.75,15.75,TRUE
002790.SZ,6.57,6.57,TRUE
002791.SZ,135.22,135.22,TRUE
002792.SZ,21.14,21.14,TRUE
002793.SZ,15.34,15.34,TRUE
002795.SZ,14.99,14.99,TRUE
002796.SZ,16.64,16.64,TRUE
002797.SZ,9.53,9.53,TRUE
002798.SZ,30.72,30.72,TRUE
002799.SZ,17.38,17.38,TRUE
002800.SZ,23.27,23.27,TRUE
002801.SZ,30.04,30.04,TRUE
002802.SZ,27.37,27.37,TRUE
002803.SZ,42.09,42.09,TRUE
002805.SZ,13.21,13.21,TRUE
002806.SZ,12.05,12.05,TRUE
002807.SZ,4.17,4.17,TRUE
002808.SZ,11.88,11.88,TRUE
002809.SZ,12.82,12.82,TRUE
002810.SZ,37.25,37.25,TRUE
002811.SZ,10.43,10.43,TRUE
002812.SZ,86.95,86.95,TRUE
002813.SZ,20.98,20.98,TRUE
002815.SZ,17.45,17.45,TRUE
002816.SZ,32.94,32.94,TRUE
002817.SZ,14.28,14.28,TRUE
002818.SZ,15.59,15.59,TRUE
002819.SZ,29.09,29.09,TRUE
002820.SZ,11.69,11.69,TRUE
002821.SZ,242.5,242.5,TRUE
002822.SZ,8.72,8.72,TRUE
002823.SZ,10.57,10.57,TRUE
002824.SZ,19.37,19.37,TRUE
002825.SZ,16.11,16.11,TRUE
002826.SZ,11.92,11.92,TRUE
002827.SZ,12.89,12.89,TRUE
002828.SZ,9.28,9.28,TRUE
002829.SZ,38.65,38.65,TRUE
002830.SZ,14.63,14.63,TRUE
002831.SZ,35.3,35.3,TRUE
002832.SZ,15.35,15.35,TRUE
002833.SZ,37.6,37.6,TRUE
002835.SZ,15.61,15.61,TRUE
002836.SZ,11.51,11.51,TRUE
002837.SZ,22.78,22.78,TRUE
002838.SZ,28.73,28.73,TRUE
002839.SZ,6.04,6.04,TRUE
002840.SZ,10.71,10.71,TRUE
002841.SZ,97.69,97.69,TRUE
002842.SZ,10.88,10.88,TRUE
002843.SZ,8.54,8.54,TRUE
002845.SZ,29.88,29.88,TRUE
002846.SZ,16.13,16.13,TRUE
002847.SZ,143,143,TRUE
002848.SZ,13.06,13.06,TRUE
002849.SZ,15.3,15.3,TRUE
002850.SZ,71.07,71.07,TRUE
002851.SZ,31,31,TRUE
002852.SZ,19.25,19.25,TRUE
002853.SZ,23.45,23.45,TRUE
002855.SZ,11.89,11.89,TRUE
002856.SZ,15.9,15.9,TRUE
002857.SZ,13.36,13.36,TRUE
002858.SZ,14.03,14.03,TRUE
002859.SZ,27,27,TRUE
002860.SZ,14.59,14.59,TRUE
002861.SZ,24.9,24.9,TRUE
002862.SZ,20.88,20.88,TRUE
002863.SZ,7.33,7.33,TRUE
002864.SZ,26.9,26.9,TRUE
002865.SZ,16.47,16.47,TRUE
002866.SZ,18.75,18.75,TRUE
002867.SZ,25.38,25.38,TRUE
002868.SZ,15.21,15.21,TRUE
002869.SZ,47.48,47.48,TRUE
002870.SZ,23.86,23.86,TRUE
002871.SZ,17.94,17.94,TRUE
002872.SZ,6.01,6.01,TRUE
002873.SZ,18.18,18.18,TRUE
002875.SZ,11.15,11.15,TRUE
002876.SZ,40.6,40.6,TRUE
002877.SZ,8.11,8.11,TRUE
002878.SZ,20.85,20.85,TRUE
002879.SZ,16.7,16.7,TRUE
002880.SZ,53.99,53.99,TRUE
002881.SZ,22.11,22.11,TRUE
002882.SZ,10.08,10.08,TRUE
002883.SZ,15.87,15.87,TRUE
002884.SZ,22.58,22.58,TRUE
002885.SZ,16.09,16.09,TRUE
002886.SZ,28.55,28.55,TRUE
002887.SZ,13.09,13.09,TRUE
002888.SZ,19.82,19.82,TRUE
002889.SZ,27.36,27.36,TRUE
002890.SZ,38.93,38.93,TRUE
002891.SZ,41.53,41.53,TRUE
002892.SZ,23.41,23.41,TRUE
002893.SZ,9.89,9.89,TRUE
002895.SZ,12.29,12.29,TRUE
002896.SZ,30.85,30.85,TRUE
002897.SZ,33.69,33.69,TRUE
002898.SZ,12.4,12.4,TRUE
002899.SZ,14.59,14.59,TRUE
002900.SZ,11.64,11.64,TRUE
002901.SZ,89.6,89.6,TRUE
002902.SZ,20.12,20.12,TRUE
002903.SZ,14.4,14.4,TRUE
002905.SZ,12.2,12.2,TRUE
002906.SZ,17.15,17.15,TRUE
002907.SZ,17.15,17.15,TRUE
002908.SZ,13.72,13.72,TRUE
002909.SZ,10.5,10.5,TRUE
002910.SZ,11.28,11.28,TRUE
002911.SZ,16.18,16.18,TRUE
002912.SZ,69.3,69.3,TRUE
002913.SZ,60.68,60.68,TRUE
002915.SZ,19.05,19.05,TRUE
002916.SZ,116.6,116.6,TRUE
002917.SZ,10.9,10.9,TRUE
002918.SZ,40.77,40.77,TRUE
002919.SZ,45.1,45.1,TRUE
002920.SZ,67.26,67.26,TRUE
002921.SZ,21.65,21.65,TRUE
002922.SZ,15.16,15.16,TRUE
002923.SZ,19.59,19.59,TRUE
002925.SZ,59.15,59.15,TRUE
002926.SZ,11.8,11.8,TRUE
002927.SZ,15.57,15.57,TRUE
002928.SZ,15.18,15.18,TRUE
002929.SZ,28.07,28.07,TRUE
002930.SZ,18.41,18.41,TRUE
002931.SZ,16.97,16.97,TRUE
002932.SZ,76.53,76.53,TRUE
002933.SZ,37.64,37.64,TRUE
002935.SZ,24.91,24.91,TRUE
002936.SZ,3.81,3.81,TRUE
