UID,2020/9/15,2020/9/16,Equal
002937.SZ,14.12,14.12,TRUE
002938.SZ,54.25,54.25,TRUE
002939.SZ,12.81,12.81,TRUE
002940.SZ,58.52,58.52,TRUE
002941.SZ,18.18,18.18,TRUE
002942.SZ,33.96,33.96,TRUE
002943.SZ,24.29,24.29,TRUE
002945.SZ,14.11,14.11,TRUE
002946.SZ,18.5,18.5,TRUE
002947.SZ,52.51,52.51,TRUE
002948.SZ,5.32,5.32,TRUE
002949.SZ,29.06,29.06,TRUE
002950.SZ,25.01,25.01,TRUE
002951.SZ,14.66,14.66,TRUE
002952.SZ,18.13,18.13,TRUE
002953.SZ,22.87,22.87,TRUE
002955.SZ,28.54,28.54,TRUE
002956.SZ,49.98,49.98,TRUE
002957.SZ,24.47,24.47,TRUE
002958.SZ,5.29,5.29,TRUE
002959.SZ,123.97,123.97,TRUE
002960.SZ,41.91,41.91,TRUE
002961.SZ,29.36,29.36,TRUE
002962.SZ,21.89,21.89,TRUE
002963.SZ,24.21,24.21,TRUE
002965.SZ,36.25,36.25,TRUE
002966.SZ,8.19,8.19,TRUE
002967.SZ,30.66,30.66,TRUE
002968.SZ,60.29,60.29,TRUE
002969.SZ,8.38,8.38,TRUE
002970.SZ,54.85,54.85,TRUE
002971.SZ,23.7,23.7,TRUE
002972.SZ,24.02,24.02,TRUE
002973.SZ,24.38,24.38,TRUE
002975.SZ,77.38,77.38,TRUE
002976.SZ,32.51,32.51,TRUE
002977.SZ,110.58,110.58,TRUE
002978.SZ,34.9,34.9,TRUE
002979.SZ,38.62,38.62,TRUE
002980.SZ,57.45,57.45,TRUE
002981.SZ,34.87,34.87,TRUE
002982.SZ,102.86,102.86,TRUE
002983.SZ,36.51,36.51,TRUE
002984.SZ,24.69,24.69,TRUE
002985.SZ,154.7,154.7,TRUE
002986.SZ,48.39,48.39,TRUE
002987.SZ,54.72,54.72,TRUE
002988.SZ,16.9,16.9,TRUE
002989.SZ,60.01,60.01,TRUE
002990.SZ,84.76,84.76,TRUE
002991.SZ,123.3,123.3,TRUE
002992.SZ,32.34,32.34,TRUE
002993.SZ,106,106,TRUE
002995.SZ,58.93,58.93,TRUE
002996.SZ,14.51,14.51,TRUE
002997.SZ,22.08,22.08,TRUE
002999.SZ,13.28,13.28,TRUE
003000.SZ,7.95,7.95,TRUE
003816.SZ,2.94,2.94,TRUE
300001.SZ,18.42,18.42,TRUE
300002.SZ,6.29,6.29,TRUE
300003.SZ,34.24,34.24,TRUE
300004.SZ,8.8,8.8,TRUE
300005.SZ,6.43,6.43,TRUE
300006.SZ,7.65,7.65,TRUE
300007.SZ,18.88,18.88,TRUE
300008.SZ,9.14,9.14,TRUE
300009.SZ,16.56,16.56,TRUE
300010.SZ,19.53,19.53,TRUE
300011.SZ,7.41,7.41,TRUE
300012.SZ,24.3,24.3,TRUE
300013.SZ,8.17,8.17,TRUE
300014.SZ,48.8,48.8,TRUE
300015.SZ,49.78,49.78,TRUE
300016.SZ,12.88,12.88,TRUE
300017.SZ,8.99,8.99,TRUE
300018.SZ,7.02,7.02,TRUE
300019.SZ,14.7,14.7,TRUE
300020.SZ,12.92,12.92,TRUE
300021.SZ,6.14,6.14,TRUE
300022.SZ,6.11,6.11,TRUE
300023.SZ,10.7,10.7,TRUE
300024.SZ,15.46,15.46,TRUE
300025.SZ,5.57,5.57,TRUE
300026.SZ,5.93,5.93,TRUE
300027.SZ,5.4,5.4,TRUE
300029.SZ,5.93,5.93,TRUE
300030.SZ,12.88,12.88,TRUE
300031.SZ,22.74,22.74,TRUE
300032.SZ,4.91,4.91,TRUE
300033.SZ,153.7,153.7,TRUE
300034.SZ,22.7,22.7,TRUE
300035.SZ,9.37,9.37,TRUE
300036.SZ,21.45,21.45,TRUE
300037.SZ,56.93,56.93,TRUE
300038.SZ,9.39,9.39,TRUE
300039.SZ,6.12,6.12,TRUE
300040.SZ,8.3,8.3,TRUE
300041.SZ,13.88,13.88,TRUE
300042.SZ,20.9,20.9,TRUE
300043.SZ,4.65,4.65,TRUE
300044.SZ,8.55,8.55,TRUE
300045.SZ,14.2,14.2,TRUE
300046.SZ,21.95,21.95,TRUE
300047.SZ,9.05,9.05,TRUE
300048.SZ,5.24,5.24,TRUE
300049.SZ,10.86,10.86,TRUE
300050.SZ,6.41,6.41,TRUE
300051.SZ,7.57,7.57,TRUE
300052.SZ,12.37,12.37,TRUE
300053.SZ,12.58,12.58,TRUE
300054.SZ,16.61,16.61,TRUE
300055.SZ,7.87,7.87,TRUE
300056.SZ,9.83,9.83,TRUE
300057.SZ,6.37,6.37,TRUE
300058.SZ,8.39,8.39,TRUE
300059.SZ,23.71,23.71,TRUE
300061.SZ,5.98,5.98,TRUE
300062.SZ,6.62,6.62,TRUE
300063.SZ,8.28,8.28,TRUE
300064.SZ,6.64,6.64,TRUE
300065.SZ,15.51,15.51,TRUE
300066.SZ,6.19,6.19,TRUE
300067.SZ,5.85,5.85,TRUE
300068.SZ,15.11,15.11,TRUE
300069.SZ,17.4,17.4,TRUE
300070.SZ,9.36,9.36,TRUE
300071.SZ,3.76,3.76,TRUE
300072.SZ,6.57,6.57,TRUE
300073.SZ,38.55,38.55,TRUE
300074.SZ,5.36,5.36,TRUE
300075.SZ,14.33,14.33,TRUE
300076.SZ,6.26,6.26,TRUE
300077.SZ,9.74,9.74,TRUE
300078.SZ,12.78,12.78,TRUE
300079.SZ,5.71,5.71,TRUE
300080.SZ,6.02,6.02,TRUE
300081.SZ,9.13,9.13,TRUE
300082.SZ,9.67,9.67,TRUE
300083.SZ,10.04,10.04,TRUE
300084.SZ,5.1,5.1,TRUE
300085.SZ,22.06,22.06,TRUE
300086.SZ,7.08,7.08,TRUE
300087.SZ,18.69,18.69,TRUE
300088.SZ,10.98,10.98,TRUE
300089.SZ,5.38,5.38,TRUE
300091.SZ,5.2,5.2,TRUE
300092.SZ,13.37,13.37,TRUE
300093.SZ,11.88,11.88,TRUE
300094.SZ,5.16,5.16,TRUE
300095.SZ,14.04,14.04,TRUE
300096.SZ,11.35,11.35,TRUE
300097.SZ,13.46,13.46,TRUE
300098.SZ,5.9,5.9,TRUE
300099.SZ,9.5,9.5,TRUE
300100.SZ,12.99,12.99,TRUE
300101.SZ,15.92,15.92,TRUE
300102.SZ,9.02,9.02,TRUE
300103.SZ,13.76,13.76,TRUE
300105.SZ,5.62,5.62,TRUE
300106.SZ,14.71,14.71,TRUE
300107.SZ,7.14,7.14,TRUE
300108.SZ,4.6,4.6,TRUE
300109.SZ,18.87,18.87,TRUE
300110.SZ,5.7,5.7,TRUE
300111.SZ,4.5,4.5,TRUE
300112.SZ,9.37,9.37,TRUE
300113.SZ,19.34,19.34,TRUE
300114.SZ,15.27,15.27,TRUE
300115.SZ,24.67,24.67,TRUE
300116.SZ,3.93,3.93,TRUE
300117.SZ,4.02,4.02,TRUE
300118.SZ,17.01,17.01,TRUE
300119.SZ,20,20,TRUE
300120.SZ,16.5,16.5,TRUE
300121.SZ,10.38,10.38,TRUE
300122.SZ,127.73,127.73,TRUE
300123.SZ,15.46,15.46,TRUE
300124.SZ,53.79,53.79,TRUE
300125.SZ,12.75,12.75,TRUE
300126.SZ,7.6,7.6,TRUE
300127.SZ,20.9,20.9,TRUE
300128.SZ,4.73,4.73,TRUE
300129.SZ,7.77,7.77,TRUE
300130.SZ,16.3,16.3,TRUE
300131.SZ,7.19,7.19,TRUE
300132.SZ,23.24,23.24,TRUE
300133.SZ,8.32,8.32,TRUE
300134.SZ,14.06,14.06,TRUE
300135.SZ,3.78,3.78,TRUE
300136.SZ,58.54,58.54,TRUE
300137.SZ,8.81,8.81,TRUE
300138.SZ,14.85,14.85,TRUE
300139.SZ,16.5,16.5,TRUE
300140.SZ,11.23,11.23,TRUE
300141.SZ,10.21,10.21,TRUE
300142.SZ,55.54,55.54,TRUE
300143.SZ,25.7,25.7,TRUE
300144.SZ,19.05,19.05,TRUE
300145.SZ,4.19,4.19,TRUE
300146.SZ,21.78,21.78,TRUE
300147.SZ,12.23,12.23,TRUE
300148.SZ,5.6,5.6,TRUE
300149.SZ,21,21,TRUE
300150.SZ,5.59,5.59,TRUE
300151.SZ,19.85,19.85,TRUE
300152.SZ,4.89,4.89,TRUE
300153.SZ,6.65,6.65,TRUE
300154.SZ,6.9,6.9,TRUE
300155.SZ,7.98,7.98,TRUE
300157.SZ,6.45,6.45,TRUE
300158.SZ,6.38,6.38,TRUE
300159.SZ,6,6,TRUE
300160.SZ,8.9,8.9,TRUE
300161.SZ,23.93,23.93,TRUE
300162.SZ,9.33,9.33,TRUE
300163.SZ,5.11,5.11,TRUE
300164.SZ,4.85,4.85,TRUE
300165.SZ,6.26,6.26,TRUE
300166.SZ,13.83,13.83,TRUE
300167.SZ,6.32,6.32,TRUE
300168.SZ,25.58,25.58,TRUE
300169.SZ,11.66,11.66,TRUE
300170.SZ,11.03,11.03,TRUE
300171.SZ,18.86,18.86,TRUE
300172.SZ,8.19,8.19,TRUE
300173.SZ,7.63,7.63,TRUE
300174.SZ,18.45,18.45,TRUE
300175.SZ,7.47,7.47,TRUE
300176.SZ,8.9,8.9,TRUE
300177.SZ,11.26,11.26,TRUE
300178.SZ,6.02,6.02,TRUE
300179.SZ,7.71,7.71,TRUE
300180.SZ,7.67,7.67,TRUE
300181.SZ,8.38,8.38,TRUE
300182.SZ,6.36,6.36,TRUE
300183.SZ,19.87,19.87,TRUE
300184.SZ,6.95,6.95,TRUE
300185.SZ,5.73,5.73,TRUE
300187.SZ,8.35,8.35,TRUE
300188.SZ,19.42,19.42,TRUE
300189.SZ,7.48,7.48,TRUE
300190.SZ,9.41,9.41,TRUE
300191.SZ,19.9,19.9,TRUE
300192.SZ,21.36,21.36,TRUE
300193.SZ,9.29,9.29,TRUE
300194.SZ,6.41,6.41,TRUE
300195.SZ,8.9,8.9,TRUE
300196.SZ,14.28,14.28,TRUE
300197.SZ,3.95,3.95,TRUE
300198.SZ,5.73,5.73,TRUE
300199.SZ,8.92,8.92,TRUE
300200.SZ,13.86,13.86,TRUE
300201.SZ,4.6,4.6,TRUE
300202.SZ,15.01,15.01,TRUE
300203.SZ,16.37,16.37,TRUE
300204.SZ,11.45,11.45,TRUE
300205.SZ,12.89,12.89,TRUE
300206.SZ,20.77,20.77,TRUE
300207.SZ,27.55,27.55,TRUE
300208.SZ,10.03,10.03,TRUE
300209.SZ,14.67,14.67,TRUE
300210.SZ,5.76,5.76,TRUE
300211.SZ,7.95,7.95,TRUE
300212.SZ,36.34,36.34,TRUE
300213.SZ,9.68,9.68,TRUE
300214.SZ,10.94,10.94,TRUE
300215.SZ,8.74,8.74,TRUE
300217.SZ,4.41,4.41,TRUE
300218.SZ,13.35,13.35,TRUE
300219.SZ,10.85,10.85,TRUE
300220.SZ,30.73,30.73,TRUE
300221.SZ,6.44,6.44,TRUE
300222.SZ,12.32,12.32,TRUE
300223.SZ,82.53,82.53,TRUE
300224.SZ,10.9,10.9,TRUE
300225.SZ,12.54,12.54,TRUE
300226.SZ,69.19,69.19,TRUE
300227.SZ,11,11,TRUE
300228.SZ,7,7,TRUE
300229.SZ,11.26,11.26,TRUE
300230.SZ,6.6,6.6,TRUE
300231.SZ,11.28,11.28,TRUE
300232.SZ,10.65,10.65,TRUE
300233.SZ,29.26,29.26,TRUE
300234.SZ,8.49,8.49,TRUE
300235.SZ,17.43,17.43,TRUE
300236.SZ,53.27,53.27,TRUE
300237.SZ,3.95,3.95,TRUE
300238.SZ,24.84,24.84,TRUE
300239.SZ,7.34,7.34,TRUE
300240.SZ,7.34,7.34,TRUE
300241.SZ,7.78,7.78,TRUE
300242.SZ,7.29,7.29,TRUE
300243.SZ,12.29,12.29,TRUE
300244.SZ,42.17,42.17,TRUE
300245.SZ,12.29,12.29,TRUE
300246.SZ,36.33,36.33,TRUE
300247.SZ,3.78,3.78,TRUE
300248.SZ,15.55,15.55,TRUE
300249.SZ,7.32,7.32,TRUE
300250.SZ,14.22,14.22,TRUE
300251.SZ,16.1,16.1,TRUE
300252.SZ,11.11,11.11,TRUE
300253.SZ,20.27,20.27,TRUE
300254.SZ,9.2,9.2,TRUE
300255.SZ,7.94,7.94,TRUE
300256.SZ,8.54,8.54,TRUE
300257.SZ,17.25,17.25,TRUE
300258.SZ,17.28,17.28,TRUE
300259.SZ,5.95,5.95,TRUE
300260.SZ,22.3,22.3,TRUE
300261.SZ,8.21,8.21,TRUE
300262.SZ,5.46,5.46,TRUE
300263.SZ,10.12,10.12,TRUE
300264.SZ,5.53,5.53,TRUE
300265.SZ,11.41,11.41,TRUE
300266.SZ,4.23,4.23,TRUE
300267.SZ,5.13,5.13,TRUE
300268.SZ,13.25,13.25,TRUE
300269.SZ,6.11,6.11,TRUE
300270.SZ,7.97,7.97,TRUE
300271.SZ,24.33,24.33,TRUE
300272.SZ,5.98,5.98,TRUE
300273.SZ,8.4,8.4,TRUE
300274.SZ,24.6,24.6,TRUE
300275.SZ,15.43,15.43,TRUE
300276.SZ,5.96,5.96,TRUE
300277.SZ,12.05,12.05,TRUE
300278.SZ,6.77,6.77,TRUE
300279.SZ,6.68,6.68,TRUE
300280.SZ,51.05,51.05,TRUE
300281.SZ,7.59,7.59,TRUE
300282.SZ,6.72,6.72,TRUE
300283.SZ,6.84,6.84,TRUE
300284.SZ,8.73,8.73,TRUE
300285.SZ,39.97,39.97,TRUE
300286.SZ,15.78,15.78,TRUE
300287.SZ,5.65,5.65,TRUE
300288.SZ,13.3,13.3,TRUE
300289.SZ,7.43,7.43,TRUE
300290.SZ,8.39,8.39,TRUE
300291.SZ,6.72,6.72,TRUE
300292.SZ,5.59,5.59,TRUE
300293.SZ,26.53,26.53,TRUE
300294.SZ,37.56,37.56,TRUE
300295.SZ,14.55,14.55,TRUE
300296.SZ,8.7,8.7,TRUE
300297.SZ,5.64,5.64,TRUE
300298.SZ,32.65,32.65,TRUE
300299.SZ,9.9,9.9,TRUE
300300.SZ,8.23,8.23,TRUE
300301.SZ,8.3,8.3,TRUE
300302.SZ,16.2,16.2,TRUE
300303.SZ,7.28,7.28,TRUE
300304.SZ,5.88,5.88,TRUE
300305.SZ,10.9,10.9,TRUE
300306.SZ,11.41,11.41,TRUE
300307.SZ,8.38,8.38,TRUE
300308.SZ,51.81,51.81,TRUE
300309.SZ,4.01,4.01,TRUE
300310.SZ,6.63,6.63,TRUE
300311.SZ,8.65,8.65,TRUE
300312.SZ,7.18,7.18,TRUE
300313.SZ,34.66,34.66,TRUE
300314.SZ,17.9,17.9,TRUE
300315.SZ,7.92,7.92,TRUE
300316.SZ,30.57,30.57,TRUE
300317.SZ,6.59,6.59,TRUE
300318.SZ,11.68,11.68,TRUE
300319.SZ,11.15,11.15,TRUE
300320.SZ,6.84,6.84,TRUE
300321.SZ,20.85,20.85,TRUE
300322.SZ,17.28,17.28,TRUE
300323.SZ,11.81,11.81,TRUE
300324.SZ,6.89,6.89,TRUE
300325.SZ,3.76,3.76,TRUE
300326.SZ,22.6,22.6,TRUE
300327.SZ,32.66,32.66,TRUE
300328.SZ,12.09,12.09,TRUE
300329.SZ,8.59,8.59,TRUE
300330.SZ,12.59,12.59,TRUE
300331.SZ,29.57,29.57,TRUE
300332.SZ,5.58,5.58,TRUE
300333.SZ,11.35,11.35,TRUE
300334.SZ,9.7,9.7,TRUE
300335.SZ,6.66,6.66,TRUE
300336.SZ,5.25,5.25,TRUE
300337.SZ,7.84,7.84,TRUE
300338.SZ,8.99,8.99,TRUE
300339.SZ,14.39,14.39,TRUE
300340.SZ,13.68,13.68,TRUE
300341.SZ,10.26,10.26,TRUE
300342.SZ,18.68,18.68,TRUE
300343.SZ,4.15,4.15,TRUE
300344.SZ,5.53,5.53,TRUE
300345.SZ,9.42,9.42,TRUE
300346.SZ,38.83,38.83,TRUE
300347.SZ,102.5,102.5,TRUE
300348.SZ,24.83,24.83,TRUE
300349.SZ,16.14,16.14,TRUE
300350.SZ,5.76,5.76,TRUE
300351.SZ,10.2,10.2,TRUE
300352.SZ,7.64,7.64,TRUE
300353.SZ,12.83,12.83,TRUE
300354.SZ,18.11,18.11,TRUE
300355.SZ,5.03,5.03,TRUE
300356.SZ,7.02,7.02,TRUE
300357.SZ,58.4,58.4,TRUE
300358.SZ,12.25,12.25,TRUE
300359.SZ,8.47,8.47,TRUE
300360.SZ,11.22,11.22,TRUE
300362.SZ,1.49,1.49,TRUE
300363.SZ,31.42,31.42,TRUE
300364.SZ,7.99,7.99,TRUE
300365.SZ,12.89,12.89,TRUE
300366.SZ,15.72,15.72,TRUE
300367.SZ,3.87,3.87,TRUE
300368.SZ,19.43,19.43,TRUE
300369.SZ,21.67,21.67,TRUE
300370.SZ,3.8,3.8,TRUE
300371.SZ,18.16,18.16,TRUE
300373.SZ,41.78,41.78,TRUE
300374.SZ,17.5,17.5,TRUE
300375.SZ,5.78,5.78,TRUE
300376.SZ,9.23,9.23,TRUE
300377.SZ,11.59,11.59,TRUE
300378.SZ,32.48,32.48,TRUE
300379.SZ,40.23,40.23,TRUE
300380.SZ,22.09,22.09,TRUE
300381.SZ,13.95,13.95,TRUE
300382.SZ,9.83,9.83,TRUE
300383.SZ,23.23,23.23,TRUE
300384.SZ,18.32,18.32,TRUE
300385.SZ,8.52,8.52,TRUE
300386.SZ,26.61,26.61,TRUE
300387.SZ,10.37,10.37,TRUE
300388.SZ,11.32,11.32,TRUE
300389.SZ,11.62,11.62,TRUE
300390.SZ,16.34,16.34,TRUE
300391.SZ,18.99,18.99,TRUE
300392.SZ,9.86,9.86,TRUE
300393.SZ,8.87,8.87,TRUE
300394.SZ,58.33,58.33,TRUE
300395.SZ,40.29,40.29,TRUE
300396.SZ,25.59,25.59,TRUE
300397.SZ,25.23,25.23,TRUE
300398.SZ,20.74,20.74,TRUE
300399.SZ,24.41,24.41,TRUE
300400.SZ,17.1,17.1,TRUE
300401.SZ,15.34,15.34,TRUE
300402.SZ,15.4,15.4,TRUE
300403.SZ,6.7,6.7,TRUE
300404.SZ,13.35,13.35,TRUE
300405.SZ,9.36,9.36,TRUE
300406.SZ,19.63,19.63,TRUE
300407.SZ,9.3,9.3,TRUE
300408.SZ,26.95,26.95,TRUE
300409.SZ,14.19,14.19,TRUE
300410.SZ,9.71,9.71,TRUE
300411.SZ,13.31,13.31,TRUE
300412.SZ,11.69,11.69,TRUE
300413.SZ,66.6,66.6,TRUE
300414.SZ,14.88,14.88,TRUE
300415.SZ,13.22,13.22,TRUE
300416.SZ,27.19,27.19,TRUE
300417.SZ,17.23,17.23,TRUE
300418.SZ,28.94,28.94,TRUE
300419.SZ,7.7,7.7,TRUE
300420.SZ,7.42,7.42,TRUE
300421.SZ,7.91,7.91,TRUE
300422.SZ,13.26,13.26,TRUE
300423.SZ,17.11,17.11,TRUE
300424.SZ,17.59,17.59,TRUE
300425.SZ,5.89,5.89,TRUE
300426.SZ,8.67,8.67,TRUE
300427.SZ,26.52,26.52,TRUE
300428.SZ,16.4,16.4,TRUE
300429.SZ,17.2,17.2,TRUE
300430.SZ,9.01,9.01,TRUE
300431.SZ,1.48,1.48,TRUE
300432.SZ,11.99,11.99,TRUE
300433.SZ,34.28,34.28,TRUE
300434.SZ,10.57,10.57,TRUE
300435.SZ,14.88,14.88,TRUE
300436.SZ,33.68,33.68,TRUE
300437.SZ,11.79,11.79,TRUE
300438.SZ,16.53,16.53,TRUE
300439.SZ,18.91,18.91,TRUE
300440.SZ,9.93,9.93,TRUE
300441.SZ,9.64,9.64,TRUE
300442.SZ,27.97,27.97,TRUE
300443.SZ,25.62,25.62,TRUE
300444.SZ,5.37,5.37,TRUE
300445.SZ,16.63,16.63,TRUE
300446.SZ,8.76,8.76,TRUE
300447.SZ,15.4,15.4,TRUE
300448.SZ,11.57,11.57,TRUE
300449.SZ,14.04,14.04,TRUE
300450.SZ,48.09,48.09,TRUE
300451.SZ,15.8,15.8,TRUE
300452.SZ,26.51,26.51,TRUE
300453.SZ,16.78,16.78,TRUE
300454.SZ,201.98,201.98,TRUE
300455.SZ,16.68,16.68,TRUE
300456.SZ,29.85,29.85,TRUE
300457.SZ,29.93,29.93,TRUE
300458.SZ,35.24,35.24,TRUE
300459.SZ,5.49,5.49,TRUE
300460.SZ,13.16,13.16,TRUE
300461.SZ,24,24,TRUE
300462.SZ,27.33,27.33,TRUE
300463.SZ,49,49,TRUE
300464.SZ,20.42,20.42,TRUE
300465.SZ,16.73,16.73,TRUE
300466.SZ,7.8,7.8,TRUE
300467.SZ,18.48,18.48,TRUE
300468.SZ,23.48,23.48,TRUE
300469.SZ,13.6,13.6,TRUE
300470.SZ,44.73,44.73,TRUE
300471.SZ,11.13,11.13,TRUE
300472.SZ,11.11,11.11,TRUE
300473.SZ,29.57,29.57,TRUE
300474.SZ,65.99,65.99,TRUE
300475.SZ,13.8,13.8,TRUE
300476.SZ,20.72,20.72,TRUE
300477.SZ,7.73,7.73,TRUE
300478.SZ,13.03,13.03,TRUE
300479.SZ,17.12,17.12,TRUE
300480.SZ,20.49,20.49,TRUE
300481.SZ,21.3,21.3,TRUE
300482.SZ,86.22,86.22,TRUE
300483.SZ,38.2,38.2,TRUE
300484.SZ,14.5,14.5,TRUE
300485.SZ,17.22,17.22,TRUE
300486.SZ,19.33,19.33,TRUE
300487.SZ,55.75,55.75,TRUE
300488.SZ,18.25,18.25,TRUE
300489.SZ,40.18,40.18,TRUE
300490.SZ,10.06,10.06,TRUE
300491.SZ,15.93,15.93,TRUE
300492.SZ,50.58,50.58,TRUE
300493.SZ,9.16,9.16,TRUE
300494.SZ,19.02,19.02,TRUE
300495.SZ,8.66,8.66,TRUE
300496.SZ,86.7,86.7,TRUE
300497.SZ,18.4,18.4,TRUE
300498.SZ,21.48,21.48,TRUE
300499.SZ,11.5,11.5,TRUE
300500.SZ,16.9,16.9,TRUE
300501.SZ,22.33,22.33,TRUE
300502.SZ,62.9,62.9,TRUE
300503.SZ,19.45,19.45,TRUE
300504.SZ,23.42,23.42,TRUE
300505.SZ,19.51,19.51,TRUE
300506.SZ,6.18,6.18,TRUE
300507.SZ,13.39,13.39,TRUE
300508.SZ,27.09,27.09,TRUE
300509.SZ,9.79,9.79,TRUE
300510.SZ,6.12,6.12,TRUE
300511.SZ,16.3,16.3,TRUE
300512.SZ,16.91,16.91,TRUE
300513.SZ,13.88,13.88,TRUE
300514.SZ,13.09,13.09,TRUE
300515.SZ,13.16,13.16,TRUE
300516.SZ,35.4,35.4,TRUE
300517.SZ,18.76,18.76,TRUE
300518.SZ,30.63,30.63,TRUE
300519.SZ,18.69,18.69,TRUE
300520.SZ,21.6,21.6,TRUE
300521.SZ,24.11,24.11,TRUE
300522.SZ,33.73,33.73,TRUE
300523.SZ,45.51,45.51,TRUE
300525.SZ,36.91,36.91,TRUE
300526.SZ,95.44,95.44,TRUE
300527.SZ,10.37,10.37,TRUE
300528.SZ,8.6,8.6,TRUE
300529.SZ,70.65,70.65,TRUE
300530.SZ,43.37,43.37,TRUE
300531.SZ,21.66,21.66,TRUE
300532.SZ,12.77,12.77,TRUE
300533.SZ,33.04,33.04,TRUE
300534.SZ,7.3,7.3,TRUE
300535.SZ,15.98,15.98,TRUE
300536.SZ,15.16,15.16,TRUE
300537.SZ,17.22,17.22,TRUE
300538.SZ,23,23,TRUE
300539.SZ,9.01,9.01,TRUE
300540.SZ,20.42,20.42,TRUE
300541.SZ,22.44,22.44,TRUE
300542.SZ,14.23,14.23,TRUE
300543.SZ,16.13,16.13,TRUE
300545.SZ,31.61,31.61,TRUE
300546.SZ,24.28,24.28,TRUE
300547.SZ,10.87,10.87,TRUE
300548.SZ,50.3,50.3,TRUE
300549.SZ,13.73,13.73,TRUE
300550.SZ,23.59,23.59,TRUE
300551.SZ,28.86,28.86,TRUE
300552.SZ,46.94,46.94,TRUE
300553.SZ,37.55,37.55,TRUE
300554.SZ,21.37,21.37,TRUE
300555.SZ,10.27,10.27,TRUE
300556.SZ,25.8,25.8,TRUE
300557.SZ,31.25,31.25,TRUE
300558.SZ,114.45,114.45,TRUE
300559.SZ,20.27,20.27,TRUE
300560.SZ,19.89,19.89,TRUE
300561.SZ,27.25,27.25,TRUE
300562.SZ,22.86,22.86,TRUE
300563.SZ,31.43,31.43,TRUE
300564.SZ,30.05,30.05,TRUE
300565.SZ,15.29,15.29,TRUE
300566.SZ,35.75,35.75,TRUE
300567.SZ,54.38,54.38,TRUE
300568.SZ,20.1,20.1,TRUE
300569.SZ,20,20,TRUE
300570.SZ,21.18,21.18,TRUE
300571.SZ,45,45,TRUE
300572.SZ,74.18,74.18,TRUE
300573.SZ,138.5,138.5,TRUE
300575.SZ,43.66,43.66,TRUE
300576.SZ,61.9,61.9,TRUE
300577.SZ,30.1,30.1,TRUE
300578.SZ,38.2,38.2,TRUE
300579.SZ,54.9,54.9,TRUE
300580.SZ,22.1,22.1,TRUE
300581.SZ,19.83,19.83,TRUE
300582.SZ,17.48,17.48,TRUE
300583.SZ,29.69,29.69,TRUE
300584.SZ,27.25,27.25,TRUE
300585.SZ,15.74,15.74,TRUE
300586.SZ,10.43,10.43,TRUE
300587.SZ,16.71,16.71,TRUE
300588.SZ,13.86,13.86,TRUE
300589.SZ,19.96,19.96,TRUE
300590.SZ,27.1,27.1,TRUE
300591.SZ,8.39,8.39,TRUE
300592.SZ,21.95,21.95,TRUE
300593.SZ,18.55,18.55,TRUE
300594.SZ,28.46,28.46,TRUE
300595.SZ,59.28,59.28,TRUE
300596.SZ,31.3,31.3,TRUE
300597.SZ,12.51,12.51,TRUE
300598.SZ,138.08,138.08,TRUE
300599.SZ,14.23,14.23,TRUE
300600.SZ,16.59,16.59,TRUE
300601.SZ,178.58,178.58,TRUE
300602.SZ,26.89,26.89,TRUE
300603.SZ,19.68,19.68,TRUE
300604.SZ,28.4,28.4,TRUE
300605.SZ,15.22,15.22,TRUE
300606.SZ,29.11,29.11,TRUE
300607.SZ,43.22,43.22,TRUE
300608.SZ,19.59,19.59,TRUE
300609.SZ,35.89,35.89,TRUE
300610.SZ,18.04,18.04,TRUE
300611.SZ,11.66,11.66,TRUE
300612.SZ,31.47,31.47,TRUE
300613.SZ,137.15,137.15,TRUE
300615.SZ,15.35,15.35,TRUE
300616.SZ,64.68,64.68,TRUE
300617.SZ,43.25,43.25,TRUE
300618.SZ,69.32,69.32,TRUE
300619.SZ,23.36,23.36,TRUE
300620.SZ,50.6,50.6,TRUE
300621.SZ,13.01,13.01,TRUE
300622.SZ,14,14,TRUE
300623.SZ,32.9,32.9,TRUE
300624.SZ,69.1,69.1,TRUE
300625.SZ,17.95,17.95,TRUE
300626.SZ,11.2,11.2,TRUE
300627.SZ,22.93,22.93,TRUE
300628.SZ,57.12,57.12,TRUE
300629.SZ,26.53,26.53,TRUE
300630.SZ,44.14,44.14,TRUE
300631.SZ,20.66,20.66,TRUE
300632.SZ,19.27,19.27,TRUE
300633.SZ,28.23,28.23,TRUE
300634.SZ,23.49,23.49,TRUE
300635.SZ,22.44,22.44,TRUE
300636.SZ,33.56,33.56,TRUE
300637.SZ,11.73,11.73,TRUE
300638.SZ,59.46,59.46,TRUE
300639.SZ,45.27,45.27,TRUE
300640.SZ,9.19,9.19,TRUE
300641.SZ,5.83,5.83,TRUE
300642.SZ,57.1,57.1,TRUE
300643.SZ,14.86,14.86,TRUE
300644.SZ,40.76,40.76,TRUE
300645.SZ,16.73,16.73,TRUE
300647.SZ,12.35,12.35,TRUE
300648.SZ,33.29,33.29,TRUE
300649.SZ,19.75,19.75,TRUE
300650.SZ,26.71,26.71,TRUE
300651.SZ,35.15,35.15,TRUE
300652.SZ,23.66,23.66,TRUE
300653.SZ,70.3,70.3,TRUE
300654.SZ,10.87,10.87,TRUE
300655.SZ,36.31,36.31,TRUE
300656.SZ,29.4,29.4,TRUE
