上证指数,000001.SH,上证A指,000002.SH,上证B指,000003.SH,上证380,000009.SH,上证180,000010.SH,上证红利,000015.SH,上证50,000016.SH,沪深300,000300.SH,中证1000,000852.SH,中证100,000903.SH,中证500,000905.SH,中证800,000906.SH,深证成指,399001.SZ,深证100R,399004.SZ,中小板指,399005.SZ,创业板指,399006.SZ,中小300,399008.SZ,创业300,399012.SZ,中小板综,399101.SZ,创业板综,399102.SZ,深证综指,399106.SZ,深证A指,399107.SZ,深证B指,399108.SZ,深证100,399330.SZ,深证300R,399344.SZ
2020-09-11 09:40,3229.6070,2020-09-11 09:40,3384.8207,2020-09-11 09:40,244.8072,2020-09-11 09:40,5616.2883,2020-09-11 09:40,9560.2280,2020-09-11 09:40,2561.4012,2020-09-11 09:40,3244.9447,2020-09-11 09:40,4577.6670,2020-09-11 09:40,6601.3976,2020-09-11 09:40,4638.7131,2020-09-11 09:40,6237.1125,2020-09-11 09:40,4849.3320,2020-09-11 09:40,12732.2629,2020-09-11 09:40,7520.7605,2020-09-11 09:40,8468.1530,2020-09-11 09:40,2492.3388,2020-09-11 09:40,1588.8332,2020-09-11 09:40,3478.4591,2020-09-11 09:40,11957.2216,2020-09-11 09:40,2864.3424,2020-09-11 09:40,2124.4578,2020-09-11 09:40,2223.3285,2020-09-11 09:40,937.6477,2020-09-11 09:40,5788.2734,2020-09-11 09:40,6666.4953
2020-09-11 09:41,3229.7568,2020-09-11 09:41,3384.9806,2020-09-11 09:41,244.7084,2020-09-11 09:41,5618.9204,2020-09-11 09:41,9560.2196,2020-09-11 09:41,2560.8931,2020-09-11 09:41,3242.9125,2020-09-11 09:41,4578.8649,2020-09-11 09:41,6609.0615,2020-09-11 09:41,4639.2058,2020-09-11 09:41,6239.0922,2020-09-11 09:41,4850.6666,2020-09-11 09:41,12740.3611,2020-09-11 09:41,7525.5664,2020-09-11 09:41,8475.2176,2020-09-11 09:41,2493.1865,2020-09-11 09:41,1589.8367,2020-09-11 09:41,3481.5111,2020-09-11 09:41,11966.7242,2020-09-11 09:41,2867.6797,2020-09-11 09:41,2126.1427,2020-09-11 09:41,2225.0952,2020-09-11 09:41,937.4909,2020-09-11 09:41,5791.9722,2020-09-11 09:41,6670.8726
2020-09-11 09:42,3233.5662,2020-09-11 09:42,3388.9810,2020-09-11 09:42,244.6954,2020-09-11 09:42,5629.7201,2020-09-11 09:42,9569.4854,2020-09-11 09:42,2563.6443,2020-09-11 09:42,3245.4023,2020-09-11 09:42,4585.0454,2020-09-11 09:42,6622.7194,2020-09-11 09:42,4643.6896,2020-09-11 09:42,6255.8708,2020-09-11 09:42,4858.7939,2020-09-11 09:42,12768.5149,2020-09-11 09:42,7540.1497,2020-09-11 09:42,8500.1445,2020-09-11 09:42,2498.3592,2020-09-11 09:42,1594.2320,2020-09-11 09:42,3489.8429,2020-09-11 09:42,11995.4383,2020-09-11 09:42,2875.4148,2020-09-11 09:42,2130.7157,2020-09-11 09:42,2229.8878,2020-09-11 09:42,937.7177,2020-09-11 09:42,5803.1961,2020-09-11 09:42,6685.1233
2020-09-11 09:43,3231.9971,2020-09-11 09:43,3387.3366,2020-09-11 09:43,244.5707,2020-09-11 09:43,5626.2986,2020-09-11 09:43,9562.8106,2020-09-11 09:43,2563.9509,2020-09-11 09:43,3243.1315,2020-09-11 09:43,4580.9716,2020-09-11 09:43,6625.5857,2020-09-11 09:43,4639.9633,2020-09-11 09:43,6249.7919,2020-09-11 09:43,4854.3785,2020-09-11 09:43,12755.3634,2020-09-11 09:43,7530.5010,2020-09-11 09:43,8483.5526,2020-09-11 09:43,2494.7738,2020-09-11 09:43,1592.1548,2020-09-11 09:43,3487.3612,2020-09-11 09:43,11984.0022,2020-09-11 09:43,2875.0682,2020-09-11 09:43,2129.7845,2020-09-11 09:43,2228.9114,2020-09-11 09:43,937.8003,2020-09-11 09:43,5795.7700,2020-09-11 09:43,6677.0664
2020-09-11 09:44,3227.8793,2020-09-11 09:44,3383.0085,2020-09-11 09:44,244.7320,2020-09-11 09:44,5622.6003,2020-09-11 09:44,9550.5811,2020-09-11 09:44,2563.0036,2020-09-11 09:44,3238.7917,2020-09-11 09:44,4575.4858,2020-09-11 09:44,6619.5348,2020-09-11 09:44,4634.5869,2020-09-11 09:44,6247.2901,2020-09-11 09:44,4849.5072,2020-09-11 09:44,12745.7629,2020-09-11 09:44,7522.7322,2020-09-11 09:44,8479.3966,2020-09-11 09:44,2493.8190,2020-09-11 09:44,1591.1989,2020-09-11 09:44,3485.3577,2020-09-11 09:44,11976.6165,2020-09-11 09:44,2873.1335,2020-09-11 09:44,2128.1723,2020-09-11 09:44,2227.2232,2020-09-11 09:44,937.3533,2020-09-11 09:44,5789.7909,2020-09-11 09:44,6671.9700
2020-09-11 09:45,3221.5354,2020-09-11 09:45,3376.3496,2020-09-11 09:45,244.6396,2020-09-11 09:45,5610.3878,2020-09-11 09:45,9529.5064,2020-09-11 09:45,2559.4654,2020-09-11 09:45,3231.2896,2020-09-11 09:45,4563.9605,2020-09-11 09:45,6597.9710,2020-09-11 09:45,4623.5919,2020-09-11 09:45,6232.4189,2020-09-11 09:45,4837.4552,2020-09-11 09:45,12703.9201,2020-09-11 09:45,7498.1281,2020-09-11 09:45,8450.4310,2020-09-11 09:45,2484.7281,2020-09-11 09:45,1586.0536,2020-09-11 09:45,3471.8538,2020-09-11 09:45,11937.5749,2020-09-11 09:45,2861.9387,2020-09-11 09:45,2121.0896,2020-09-11 09:45,2219.7993,2020-09-11 09:45,937.2934,2020-09-11 09:45,5770.8546,2020-09-11 09:45,6650.2562
2020-09-11 09:46,3222.4400,2020-09-11 09:46,3377.3007,2020-09-11 09:46,244.5948,2020-09-11 09:46,5612.3689,2020-09-11 09:46,9535.1024,2020-09-11 09:46,2559.9849,2020-09-11 09:46,3233.4162,2020-09-11 09:46,4567.7468,2020-09-11 09:46,6599.1228,2020-09-11 09:46,4626.1133,2020-09-11 09:46,6239.6023,2020-09-11 09:46,4841.8489,2020-09-11 09:46,12722.1128,2020-09-11 09:46,7509.3035,2020-09-11 09:46,8460.4771,2020-09-11 09:46,2490.5459,2020-09-11 09:46,1587.7638,2020-09-11 09:46,3478.8859,2020-09-11 09:46,11945.8984,2020-09-11 09:46,2866.8745,2020-09-11 09:46,2123.1661,2020-09-11 09:46,2221.9760,2020-09-11 09:46,937.2710,2020-09-11 09:46,5779.4556,2020-09-11 09:46,6660.3925
2020-09-11 09:47,3222.7255,2020-09-11 09:47,3377.6027,2020-09-11 09:47,244.5083,2020-09-11 09:47,5614.4847,2020-09-11 09:47,9535.7544,2020-09-11 09:47,2559.4087,2020-09-11 09:47,3233.9592,2020-09-11 09:47,4569.4941,2020-09-11 09:47,6604.2841,2020-09-11 09:47,4627.5525,2020-09-11 09:47,6244.3494,2020-09-11 09:47,4844.1473,2020-09-11 09:47,12731.5049,2020-09-11 09:47,7515.3308,2020-09-11 09:47,8464.8532,2020-09-11 09:47,2492.7810,2020-09-11 09:47,1588.5776,2020-09-11 09:47,3482.0434,2020-09-11 09:47,11951.8917,2020-09-11 09:47,2869.5658,2020-09-11 09:47,2124.6201,2020-09-11 09:47,2223.5009,2020-09-11 09:47,937.0592,2020-09-11 09:47,5784.0945,2020-09-11 09:47,6665.2878
2020-09-11 09:48,3221.0551,2020-09-11 09:48,3375.8465,2020-09-11 09:48,244.5955,2020-09-11 09:48,5612.3272,2020-09-11 09:48,9527.1764,2020-09-11 09:48,2558.1841,2020-09-11 09:48,3230.7756,2020-09-11 09:48,4566.6146,2020-09-11 09:48,6602.6018,2020-09-11 09:48,4624.3438,2020-09-11 09:48,6238.0937,2020-09-11 09:48,4840.6560,2020-09-11 09:48,12724.2648,2020-09-11 09:48,7511.2234,2020-09-11 09:48,8456.8675,2020-09-11 09:48,2491.3641,2020-09-11 09:48,1587.4027,2020-09-11 09:48,3480.9222,2020-09-11 09:48,11943.6416,2020-09-11 09:48,2869.0207,2020-09-11 09:48,2123.6220,2020-09-11 09:48,2222.4537,2020-09-11 09:48,937.3075,2020-09-11 09:48,5780.9332,2020-09-11 09:48,6661.2448
2020-09-11 09:49,3222.9590,2020-09-11 09:49,3377.8501,2020-09-11 09:49,244.4263,2020-09-11 09:49,5616.5359,2020-09-11 09:49,9532.9810,2020-09-11 09:49,2558.5876,2020-09-11 09:49,3233.1366,2020-09-11 09:49,4569.3125,2020-09-11 09:49,6608.7070,2020-09-11 09:49,4626.5992,2020-09-11 09:49,6245.5092,2020-09-11 09:49,4844.2209,2020-09-11 09:49,12739.5710,2020-09-11 09:49,7519.7440,2020-09-11 09:49,8465.2168,2020-09-11 09:49,2495.8994,2020-09-11 09:49,1589.1073,2020-09-11 09:49,3486.7311,2020-09-11 09:49,11954.7264,2020-09-11 09:49,2873.4417,2020-09-11 09:49,2125.7694,2020-09-11 09:49,2224.7054,2020-09-11 09:49,937.0847,2020-09-11 09:49,5787.4910,2020-09-11 09:49,6669.1611
2020-09-11 09:50,3228.2123,2020-09-11 09:50,3383.3658,2020-09-11 09:50,244.4375,2020-09-11 09:50,5626.1308,2020-09-11 09:50,9547.4255,2020-09-11 09:50,2561.4758,2020-09-11 09:50,3237.6908,2020-09-11 09:50,4576.0593,2020-09-11 09:50,6624.2712,2020-09-11 09:50,4632.8290,2020-09-11 09:50,6251.8615,2020-09-11 09:50,4850.8312,2020-09-11 09:50,12760.3591,2020-09-11 09:50,7532.4261,2020-09-11 09:50,8479.5921,2020-09-11 09:50,2498.5685,2020-09-11 09:50,1591.9202,2020-09-11 09:50,3492.6805,2020-09-11 09:50,11977.6896,2020-09-11 09:50,2879.8117,2020-09-11 09:50,2130.0230,2020-09-11 09:50,2229.1641,2020-09-11 09:50,937.0847,2020-09-11 09:50,5797.2517,2020-09-11 09:50,6679.4353
2020-09-11 09:51,3226.1345,2020-09-11 09:51,3381.1823,2020-09-11 09:51,244.5060,2020-09-11 09:51,5624.3523,2020-09-11 09:51,9538.4400,2020-09-11 09:51,2561.6112,2020-09-11 09:51,3234.3925,2020-09-11 09:51,4572.5641,2020-09-11 09:51,6623.3298,2020-09-11 09:51,4629.4358,2020-09-11 09:51,6248.5579,2020-09-11 09:51,4847.4043,2020-09-11 09:51,12748.3889,2020-09-11 09:51,7524.3774,2020-09-11 09:51,8472.3801,2020-09-11 09:51,2494.9310,2020-09-11 09:51,1590.6931,2020-09-11 09:51,3487.5588,2020-09-11 09:51,11970.2986,2020-09-11 09:51,2876.5512,2020-09-11 09:51,2128.4829,2020-09-11 09:51,2227.5493,2020-09-11 09:51,937.2211,2020-09-11 09:51,5791.0571,2020-09-11 09:51,6673.2136
2020-09-11 09:52,3227.6551,2020-09-11 09:52,3382.7753,2020-09-11 09:52,244.6480,2020-09-11 09:52,5628.2423,2020-09-11 09:52,9542.1262,2020-09-11 09:52,2563.7788,2020-09-11 09:52,3235.5551,2020-09-11 09:52,4574.9215,2020-09-11 09:52,6628.7725,2020-09-11 09:52,4630.9334,2020-09-11 09:52,6253.7445,2020-09-11 09:52,4850.2749,2020-09-11 09:52,12760.2591,2020-09-11 09:52,7530.6486,2020-09-11 09:52,8481.9812,2020-09-11 09:52,2498.2268,2020-09-11 09:52,1592.5558,2020-09-11 09:52,3491.9517,2020-09-11 09:52,11982.3301,2020-09-11 09:52,2880.2271,2020-09-11 09:52,2130.3689,2020-09-11 09:52,2229.5255,2020-09-11 09:52,937.4213,2020-09-11 09:52,5795.8836,2020-09-11 09:52,6679.4295
2020-09-11 09:53,3228.8542,2020-09-11 09:53,3384.0336,2020-09-11 09:53,244.6796,2020-09-11 09:53,5627.6043,2020-09-11 09:53,9546.3203,2020-09-11 09:53,2564.4602,2020-09-11 09:53,3237.0864,2020-09-11 09:53,4577.0614,2020-09-11 09:53,6632.3674,2020-09-11 09:53,4632.9412,2020-09-11 09:53,6252.9222,2020-09-11 09:53,4851.8351,2020-09-11 09:53,12764.6437,2020-09-11 09:53,7534.2212,2020-09-11 09:53,8483.1380,2020-09-11 09:53,2499.6843,2020-09-11 09:53,1592.8921,2020-09-11 09:53,3494.0435,2020-09-11 09:53,11985.5247,2020-09-11 09:53,2882.6344,2020-09-11 09:53,2131.3674,2020-09-11 09:53,2230.5731,2020-09-11 09:53,937.1588,2020-09-11 09:53,5798.6332,2020-09-11 09:53,6682.1758
2020-09-11 09:54,3229.2686,2020-09-11 09:54,3384.4686,2020-09-11 09:54,244.6848,2020-09-11 09:54,5627.6442,2020-09-11 09:54,9548.3865,2020-09-11 09:54,2563.7074,2020-09-11 09:54,3237.9933,2020-09-11 09:54,4577.8087,2020-09-11 09:54,6633.2998,2020-09-11 09:54,4633.5502,2020-09-11 09:54,6252.6489,2020-09-11 09:54,4852.3826,2020-09-11 09:54,12765.1900,2020-09-11 09:54,7535.3906,2020-09-11 09:54,8483.0900,2020-09-11 09:54,2500.2941,2020-09-11 09:54,1592.8392,2020-09-11 09:54,3495.5306,2020-09-11 09:54,11985.3692,2020-09-11 09:54,2884.2991,2020-09-11 09:54,2131.5908,2020-09-11 09:54,2230.8075,2020-09-11 09:54,937.0888,2020-09-11 09:54,5799.5332,2020-09-11 09:54,6682.3519
2020-09-11 09:55,3232.4739,2020-09-11 09:55,3387.8345,2020-09-11 09:55,244.6775,2020-09-11 09:55,5634.8647,2020-09-11 09:55,9558.4880,2020-09-11 09:55,2564.3020,2020-09-11 09:55,3241.4759,2020-09-11 09:55,4582.9022,2020-09-11 09:55,6643.4666,2020-09-11 09:55,4637.0514,2020-09-11 09:55,6260.4031,2020-09-11 09:55,4857.9323,2020-09-11 09:55,12786.3118,2020-09-11 09:55,7548.4725,2020-09-11 09:55,8498.6207,2020-09-11 09:55,2505.6741,2020-09-11 09:55,1595.5851,2020-09-11 09:55,3503.1795,2020-09-11 09:55,12004.5667,2020-09-11 09:55,2889.8769,2020-09-11 09:55,2134.8839,2020-09-11 09:55,2234.2586,2020-09-11 09:55,937.3087,2020-09-11 09:55,5809.6016,2020-09-11 09:55,6693.4676
2020-09-11 09:56,3231.9520,2020-09-11 09:56,3387.2829,2020-09-11 09:56,244.8115,2020-09-11 09:56,5632.5782,2020-09-11 09:56,9557.7649,2020-09-11 09:56,2563.9655,2020-09-11 09:56,3241.0590,2020-09-11 09:56,4582.0884,2020-09-11 09:56,6642.3881,2020-09-11 09:56,4637.0876,2020-09-11 09:56,6256.9341,2020-09-11 09:56,4856.6241,2020-09-11 09:56,12777.5609,2020-09-11 09:56,7542.8313,2020-09-11 09:56,8496.9818,2020-09-11 09:56,2502.4302,2020-09-11 09:56,1595.1321,2020-09-11 09:56,3499.0132,2020-09-11 09:56,12002.0014,2020-09-11 09:56,2887.5007,2020-09-11 09:56,2134.0628,2020-09-11 09:56,2233.3981,2020-09-11 09:56,937.2624,2020-09-11 09:56,5805.2599,2020-09-11 09:56,6689.0282
2020-09-11 09:57,3233.4305,2020-09-11 09:57,3388.8320,2020-09-11 09:57,244.9446,2020-09-11 09:57,5636.4679,2020-09-11 09:57,9560.5187,2020-09-11 09:57,2566.1545,2020-09-11 09:57,3241.0579,2020-09-11 09:57,4583.8614,2020-09-11 09:57,6647.3836,2020-09-11 09:57,4638.6302,2020-09-11 09:57,6261.0895,2020-09-11 09:57,4858.8312,2020-09-11 09:57,12785.5551,2020-09-11 09:57,7547.4642,2020-09-11 09:57,8503.6462,2020-09-11 09:57,2504.4838,2020-09-11 09:57,1596.2839,2020-09-11 09:57,3501.9027,2020-09-11 09:57,12010.5622,2020-09-11 09:57,2889.9620,2020-09-11 09:57,2135.4121,2020-09-11 09:57,2234.8119,2020-09-11 09:57,937.4048,2020-09-11 09:57,5808.8256,2020-09-11 09:57,6692.8938
2020-09-11 09:58,3234.1103,2020-09-11 09:58,3389.5454,2020-09-11 09:58,244.9599,2020-09-11 09:58,5639.2599,2020-09-11 09:58,9561.1862,2020-09-11 09:58,2566.1092,2020-09-11 09:58,3241.2451,2020-09-11 09:58,4585.5155,2020-09-11 09:58,6649.9857,2020-09-11 09:58,4639.8132,2020-09-11 09:58,6262.0759,2020-09-11 09:58,4860.3439,2020-09-11 09:58,12792.7102,2020-09-11 09:58,7553.6389,2020-09-11 09:58,8507.8516,2020-09-11 09:58,2506.4504,2020-09-11 09:58,1596.8754,2020-09-11 09:58,3504.5303,2020-09-11 09:58,12015.8251,2020-09-11 09:58,2892.0293,2020-09-11 09:58,2136.6099,2020-09-11 09:58,2236.0667,2020-09-11 09:58,937.6155,2020-09-11 09:58,5813.5779,2020-09-11 09:58,6697.0030
2020-09-11 09:59,3236.0085,2020-09-11 09:59,3391.5356,2020-09-11 09:59,245.0753,2020-09-11 09:59,5645.4348,2020-09-11 09:59,9567.8993,2020-09-11 09:59,2567.2338,2020-09-11 09:59,3243.6091,2020-09-11 09:59,4589.2174,2020-09-11 09:59,6660.4763,2020-09-11 09:59,4642.0590,2020-09-11 09:59,6269.5136,2020-09-11 09:59,4864.7180,2020-09-11 09:59,12808.5517,2020-09-11 09:59,7561.9941,2020-09-11 09:59,8519.1914,2020-09-11 09:59,2510.3622,2020-09-11 09:59,1599.0440,2020-09-11 09:59,3510.5082,2020-09-11 09:59,12031.1714,2020-09-11 09:59,2896.8989,2020-09-11 09:59,2139.2708,2020-09-11 09:59,2238.8555,2020-09-11 09:59,937.7188,2020-09-11 09:59,5820.0084,2020-09-11 09:59,6705.0640
2020-09-11 10:00,3238.0843,2020-09-11 10:00,3393.7082,2020-09-11 10:00,245.3456,2020-09-11 10:00,5648.1905,2020-09-11 10:00,9573.6433,2020-09-11 10:00,2569.7328,2020-09-11 10:00,3245.2102,2020-09-11 10:00,4592.0011,2020-09-11 10:00,6663.0124,2020-09-11 10:00,4644.8997,2020-09-11 10:00,6272.0259,2020-09-11 10:00,4867.4248,2020-09-11 10:00,12814.4586,2020-09-11 10:00,7565.5554,2020-09-11 10:00,8524.4387,2020-09-11 10:00,2510.3739,2020-09-11 10:00,1599.9772,2020-09-11 10:00,3510.2111,2020-09-11 10:00,12037.8389,2020-09-11 10:00,2898.2337,2020-09-11 10:00,2140.5086,2020-09-11 10:00,2240.1511,2020-09-11 10:00,938.2069,2020-09-11 10:00,5822.7493,2020-09-11 10:00,6708.1475
