Date,UID,2020/9/21,2020/9/22,Equal
2020/9/22,000068.SZ,3.16,3.16,TRUE
2020/9/22,000069.SZ,7.19,7.19,TRUE
2020/9/22,000070.SZ,10.59,10.59,TRUE
2020/9/22,000078.SZ,4.21,4.21,TRUE
2020/9/22,000088.SZ,6.9,6.9,TRUE
2020/9/22,000089.SZ,9.5,9.5,TRUE
2020/9/22,000090.SZ,7.28,7.28,TRUE
2020/9/22,000096.SZ,11.26,11.26,TRUE
2020/9/22,000099.SZ,7.66,7.66,TRUE
2020/9/22,000100.SZ,6.66,6.66,TRUE
2020/9/22,000150.SZ,3.62,3.62,TRUE
2020/9/22,000151.SZ,9.22,9.22,TRUE
2020/9/22,000153.SZ,9.18,9.18,TRUE
2020/9/22,000155.SZ,4.83,4.83,TRUE
2020/9/22,000156.SZ,10.57,10.57,TRUE
2020/9/22,000157.SZ,8.58,8.58,TRUE
2020/9/22,000158.SZ,8.12,8.12,TRUE
2020/9/22,000159.SZ,6.49,6.49,TRUE
2020/9/22,000166.SZ,5.38,5.38,TRUE
2020/9/22,000301.SZ,6.28,6.28,TRUE
2020/9/22,000333.SZ,70.03,70.03,TRUE
2020/9/22,000338.SZ,16,16,TRUE
2020/9/22,000400.SZ,14.45,14.45,TRUE
2020/9/22,000401.SZ,16.82,16.82,TRUE
2020/9/22,000402.SZ,6.96,6.96,TRUE
2020/9/22,000403.SZ,35.27,35.27,TRUE
2020/9/22,000404.SZ,4.11,4.11,TRUE
2020/9/22,000407.SZ,3.79,3.79,TRUE
2020/9/22,000408.SZ,7.15,7.15,TRUE
2020/9/22,000409.SZ,4.29,4.29,TRUE
2020/9/22,000410.SZ,4.54,4.54,TRUE
2020/9/22,000411.SZ,16.77,16.77,TRUE
2020/9/22,000413.SZ,3.23,3.23,TRUE
2020/9/22,000415.SZ,2.91,2.91,TRUE
2020/9/22,000416.SZ,6.68,6.68,TRUE
2020/9/22,000417.SZ,5.73,5.73,TRUE
2020/9/22,000419.SZ,4.85,4.85,TRUE
2020/9/22,000420.SZ,2.13,2.13,TRUE
2020/9/22,000421.SZ,6.84,6.84,TRUE
2020/9/22,000422.SZ,2.64,2.64,TRUE
2020/9/22,000423.SZ,41.61,41.61,TRUE
2020/9/22,000425.SZ,6.12,6.12,TRUE
2020/9/22,000426.SZ,7.58,7.58,TRUE
2020/9/22,000428.SZ,4.15,4.15,TRUE
2020/9/22,000429.SZ,6.92,6.92,TRUE
2020/9/22,000430.SZ,6.16,6.16,TRUE
2020/9/22,000488.SZ,5.74,5.74,TRUE
2020/9/22,000498.SZ,5.48,5.48,TRUE
2020/9/22,000501.SZ,16.45,16.45,TRUE
2020/9/22,000502.SZ,7.09,7.09,TRUE
2020/9/22,000503.SZ,11.67,11.67,TRUE
2020/9/22,000504.SZ,14.24,14.24,TRUE
2020/9/22,000505.SZ,10.49,10.49,TRUE
2020/9/22,000506.SZ,2.8,2.8,TRUE
2020/9/22,000507.SZ,5.88,5.88,TRUE
2020/9/22,000509.SZ,2.19,2.19,TRUE
2020/9/22,000510.SZ,4.35,4.35,TRUE
2020/9/22,000513.SZ,47.22,47.22,TRUE
2020/9/22,000514.SZ,4.09,4.09,TRUE
2020/9/22,000516.SZ,7.16,7.16,TRUE
2020/9/22,000517.SZ,3.07,3.07,TRUE
2020/9/22,000518.SZ,4.78,4.78,TRUE
2020/9/22,000519.SZ,10.75,10.75,TRUE
2020/9/22,000520.SZ,3.59,3.59,TRUE
2020/9/22,000521.SZ,3.19,3.19,TRUE
2020/9/22,000523.SZ,5.92,5.92,TRUE
2020/9/22,000524.SZ,9.92,9.92,TRUE
2020/9/22,000525.SZ,7.55,7.55,TRUE
2020/9/22,000526.SZ,59.04,59.04,TRUE
2020/9/22,000528.SZ,7.96,7.96,TRUE
2020/9/22,000529.SZ,7.78,7.78,TRUE
2020/9/22,000530.SZ,3.81,3.81,TRUE
2020/9/22,000531.SZ,9.41,9.41,TRUE
2020/9/22,000532.SZ,11.9,11.9,TRUE
2020/9/22,000533.SZ,3.2,3.2,TRUE
2020/9/22,000534.SZ,12.09,12.09,TRUE
2020/9/22,000536.SZ,2.03,2.03,TRUE
2020/9/22,000537.SZ,7.42,7.42,TRUE
2020/9/22,000538.SZ,106.75,106.75,TRUE
2020/9/22,000539.SZ,3.9,3.9,TRUE
2020/9/22,000540.SZ,3.52,3.52,TRUE
2020/9/22,000541.SZ,5.8,5.8,TRUE
2020/9/22,000543.SZ,4.34,4.34,TRUE
2020/9/22,000544.SZ,7.03,7.03,TRUE
2020/9/22,000545.SZ,2.69,2.69,TRUE
2020/9/22,000546.SZ,8.97,8.97,TRUE
2020/9/22,000547.SZ,20.45,20.45,TRUE
2020/9/22,000548.SZ,4.68,4.68,TRUE
2020/9/22,000550.SZ,16.91,16.91,TRUE
2020/9/22,000551.SZ,9.12,9.12,TRUE
2020/9/22,000552.SZ,2.68,2.68,TRUE
2020/9/22,000553.SZ,9.04,9.04,TRUE
2020/9/22,000554.SZ,4.85,4.85,TRUE
2020/9/22,000555.SZ,17.89,17.89,TRUE
2020/9/22,000557.SZ,3.55,3.55,TRUE
2020/9/22,000558.SZ,3.21,3.21,TRUE
2020/9/22,000559.SZ,5.65,5.65,TRUE
2020/9/22,000560.SZ,3.82,3.82,TRUE
2020/9/22,000561.SZ,8.25,8.25,TRUE
2020/9/22,000563.SZ,3.93,3.93,TRUE
2020/9/22,000564.SZ,3.65,3.65,TRUE
2020/9/22,000565.SZ,5.16,5.16,TRUE
2020/9/22,000566.SZ,10.08,10.08,TRUE
2020/9/22,000567.SZ,11.2,11.2,TRUE
2020/9/22,000568.SZ,140.5,140.5,TRUE
2020/9/22,000570.SZ,4.89,4.89,TRUE
2020/9/22,000571.SZ,3.76,3.76,TRUE
2020/9/22,000572.SZ,2.82,2.82,TRUE
2020/9/22,000573.SZ,2.94,2.94,TRUE
2020/9/22,000576.SZ,11.68,11.68,TRUE
2020/9/22,000581.SZ,25.38,25.38,TRUE
2020/9/22,000582.SZ,10.91,10.91,TRUE
2020/9/22,000584.SZ,6.28,6.28,TRUE
2020/9/22,000585.SZ,1.79,1.79,TRUE
2020/9/22,000586.SZ,8.87,8.87,TRUE
2020/9/22,000587.SZ,1.49,1.49,TRUE
2020/9/22,000589.SZ,5.91,5.91,TRUE
2020/9/22,000590.SZ,10.08,10.08,TRUE
2020/9/22,000591.SZ,4.69,4.69,TRUE
2020/9/22,000592.SZ,3.53,3.53,TRUE
2020/9/22,000593.SZ,5.19,5.19,TRUE
2020/9/22,000595.SZ,2.39,2.39,TRUE
2020/9/22,000596.SZ,220.87,220.87,TRUE
2020/9/22,000597.SZ,6.26,6.26,TRUE
2020/9/22,000598.SZ,5.16,5.16,TRUE
2020/9/22,000599.SZ,4.54,4.54,TRUE
2020/9/22,000600.SZ,5.28,5.28,TRUE
2020/9/22,000601.SZ,6.73,6.73,TRUE
2020/9/22,000603.SZ,15.35,15.35,TRUE
2020/9/22,000605.SZ,6.4,6.4,TRUE
2020/9/22,000606.SZ,4.13,4.13,TRUE
2020/9/22,000607.SZ,4.25,4.25,TRUE
2020/9/22,000608.SZ,4.44,4.44,TRUE
2020/9/22,000609.SZ,5.64,5.64,TRUE
2020/9/22,000610.SZ,10.94,10.94,TRUE
2020/9/22,000611.SZ,3.45,3.45,TRUE
2020/9/22,000612.SZ,6.68,6.68,TRUE
2020/9/22,000613.SZ,6.99,6.99,TRUE
2020/9/22,000615.SZ,4.28,4.28,TRUE
2020/9/22,000616.SZ,3.36,3.36,TRUE
2020/9/22,000617.SZ,7.08,7.08,TRUE
2020/9/22,000619.SZ,6.14,6.14,TRUE
2020/9/22,000620.SZ,3.74,3.74,TRUE
2020/9/22,000622.SZ,4.04,4.04,TRUE
2020/9/22,000623.SZ,17.55,17.55,TRUE
2020/9/22,000625.SZ,14.55,14.55,TRUE
2020/9/22,000626.SZ,7.34,7.34,TRUE
2020/9/22,000627.SZ,5.43,5.43,TRUE
2020/9/22,000628.SZ,8.66,8.66,TRUE
2020/9/22,000629.SZ,2.16,2.16,TRUE
2020/9/22,000630.SZ,2.38,2.38,TRUE
2020/9/22,000631.SZ,2.85,2.85,TRUE
2020/9/22,000632.SZ,4.45,4.45,TRUE
2020/9/22,000633.SZ,4.43,4.43,TRUE
2020/9/22,000635.SZ,7.76,7.76,TRUE
2020/9/22,000636.SZ,28.09,28.09,TRUE
2020/9/22,000637.SZ,4.44,4.44,TRUE
2020/9/22,000638.SZ,6.77,6.77,TRUE
2020/9/22,000639.SZ,6.19,6.19,TRUE
2020/9/22,000650.SZ,6.35,6.35,TRUE
2020/9/22,000651.SZ,56.55,56.55,TRUE
2020/9/22,000652.SZ,5.4,5.4,TRUE
2020/9/22,000655.SZ,6.53,6.53,TRUE
2020/9/22,000656.SZ,10.18,10.18,TRUE
2020/9/22,000657.SZ,7.12,7.12,TRUE
2020/9/22,000659.SZ,2.44,2.44,TRUE
2020/9/22,000661.SZ,365.81,365.81,TRUE
2020/9/22,000662.SZ,1.52,1.52,TRUE
2020/9/22,000663.SZ,4.01,4.01,TRUE
2020/9/22,000665.SZ,5.22,5.22,TRUE
2020/9/22,000666.SZ,9.45,9.45,TRUE
2020/9/22,000667.SZ,3.84,3.84,TRUE
2020/9/22,000668.SZ,19,19,TRUE
2020/9/22,000669.SZ,1.79,1.79,TRUE
2020/9/22,000670.SZ,2.25,2.25,TRUE
2020/9/22,000671.SZ,8.16,8.16,TRUE
2020/9/22,000672.SZ,26.07,26.07,TRUE
2020/9/22,000673.SZ,1.64,1.64,TRUE
2020/9/22,000676.SZ,7.61,7.61,TRUE
2020/9/22,000677.SZ,3.09,3.09,TRUE
2020/9/22,000678.SZ,5.35,5.35,TRUE
2020/9/22,000679.SZ,3.68,3.68,TRUE
2020/9/22,000680.SZ,3.9,3.9,TRUE
2020/9/22,000681.SZ,16.44,16.44,TRUE
2020/9/22,000682.SZ,5.13,5.13,TRUE
2020/9/22,000683.SZ,2.47,2.47,TRUE
2020/9/22,000685.SZ,8.72,8.72,TRUE
2020/9/22,000686.SZ,10.08,10.08,TRUE
2020/9/22,000687.SZ,2.04,2.04,TRUE
2020/9/22,000688.SZ,23.45,23.45,TRUE
2020/9/22,000690.SZ,6.7,6.7,TRUE
2020/9/22,000691.SZ,5.41,5.41,TRUE
2020/9/22,000692.SZ,3.18,3.18,TRUE
2020/9/22,000695.SZ,8.48,8.48,TRUE
2020/9/22,000697.SZ,11.37,11.37,TRUE
2020/9/22,000698.SZ,5.76,5.76,TRUE
2020/9/22,000700.SZ,6.84,6.84,TRUE
2020/9/22,000701.SZ,5.98,5.98,TRUE
2020/9/22,000702.SZ,5.73,5.73,TRUE
2020/9/22,000703.SZ,11.8,11.8,TRUE
2020/9/22,000705.SZ,8.18,8.18,TRUE
2020/9/22,000707.SZ,2.68,2.68,TRUE
2020/9/22,000708.SZ,17.23,17.23,TRUE
2020/9/22,000709.SZ,2.23,2.23,TRUE
2020/9/22,000710.SZ,56.29,56.29,TRUE
2020/9/22,000711.SZ,3.46,3.46,TRUE
2020/9/22,000712.SZ,15.02,15.02,TRUE
2020/9/22,000713.SZ,11.07,11.07,TRUE
2020/9/22,000715.SZ,6.15,6.15,TRUE
2020/9/22,000716.SZ,3.89,3.89,TRUE
2020/9/22,000717.SZ,4.34,4.34,TRUE
2020/9/22,000718.SZ,3.38,3.38,TRUE
2020/9/22,000719.SZ,7.98,7.98,TRUE
2020/9/22,000720.SZ,3.97,3.97,TRUE
2020/9/22,000721.SZ,5.16,5.16,TRUE
2020/9/22,000722.SZ,7.35,7.35,TRUE
2020/9/22,000723.SZ,6.89,6.89,TRUE
2020/9/22,000725.SZ,5.13,5.13,TRUE
2020/9/22,000726.SZ,7.54,7.54,TRUE
2020/9/22,000727.SZ,2.7,2.7,TRUE
2020/9/22,000728.SZ,10.94,10.94,TRUE
2020/9/22,000729.SZ,7.76,7.76,TRUE
2020/9/22,000731.SZ,5.33,5.33,TRUE
2020/9/22,000732.SZ,5.13,5.13,TRUE
2020/9/22,000733.SZ,47,47,TRUE
2020/9/22,000735.SZ,10.42,10.42,TRUE
2020/9/22,000736.SZ,7.19,7.19,TRUE
2020/9/22,000737.SZ,3.73,3.73,TRUE
2020/9/22,000738.SZ,20.63,20.63,TRUE
2020/9/22,000739.SZ,23.53,23.53,TRUE
2020/9/22,000750.SZ,5.31,5.31,TRUE
2020/9/22,000751.SZ,2.94,2.94,TRUE
2020/9/22,000752.SZ,3.64,3.64,TRUE
2020/9/22,000753.SZ,3.2,3.2,TRUE
2020/9/22,000755.SZ,3.8,3.8,TRUE
2020/9/22,000756.SZ,9.65,9.65,TRUE
2020/9/22,000757.SZ,4.54,4.54,TRUE
2020/9/22,000758.SZ,4.9,4.9,TRUE
2020/9/22,000759.SZ,6.68,6.68,TRUE
2020/9/22,000760.SZ,1.47,1.47,TRUE
2020/9/22,000761.SZ,3.47,3.47,TRUE
2020/9/22,000762.SZ,9.14,9.14,TRUE
2020/9/22,000766.SZ,4.84,4.84,TRUE
2020/9/22,000767.SZ,2.51,2.51,TRUE
2020/9/22,000768.SZ,22.95,22.95,TRUE
2020/9/22,000776.SZ,16.43,16.43,TRUE
2020/9/22,000777.SZ,13.27,13.27,TRUE
2020/9/22,000778.SZ,3.75,3.75,TRUE
2020/9/22,000779.SZ,10.8,10.8,TRUE
2020/9/22,000780.SZ,2.63,2.63,TRUE
2020/9/22,000782.SZ,4,4,TRUE
2020/9/22,000783.SZ,8.15,8.15,TRUE
2020/9/22,000785.SZ,8.87,8.87,TRUE
2020/9/22,000786.SZ,35.3,35.3,TRUE
2020/9/22,000788.SZ,6.93,6.93,TRUE
2020/9/22,000789.SZ,16.28,16.28,TRUE
2020/9/22,000790.SZ,5.4,5.4,TRUE
2020/9/22,000791.SZ,3.59,3.59,TRUE
2020/9/22,000792.SZ,8.84,8.84,TRUE
2020/9/22,000793.SZ,3.19,3.19,TRUE
2020/9/22,000795.SZ,5.98,5.98,TRUE
2020/9/22,000796.SZ,18.73,18.73,TRUE
2020/9/22,000797.SZ,3.83,3.83,TRUE
2020/9/22,000798.SZ,6.95,6.95,TRUE
2020/9/22,000799.SZ,84.1,84.1,TRUE
2020/9/22,000800.SZ,13.31,13.31,TRUE
2020/9/22,000801.SZ,6.04,6.04,TRUE
2020/9/22,000802.SZ,9.35,9.35,TRUE
2020/9/22,000803.SZ,15.7,15.7,TRUE
2020/9/22,000806.SZ,1.54,1.54,TRUE
2020/9/22,000807.SZ,6.03,6.03,TRUE
2020/9/22,000809.SZ,2.33,2.33,TRUE
2020/9/22,000810.SZ,10.33,10.33,TRUE
2020/9/22,000811.SZ,7.09,7.09,TRUE
2020/9/22,000812.SZ,3.26,3.26,TRUE
2020/9/22,000813.SZ,6.45,6.45,TRUE
2020/9/22,000815.SZ,6.91,6.91,TRUE
2020/9/22,000816.SZ,1.41,1.41,TRUE
2020/9/22,000818.SZ,24.72,24.72,TRUE
2020/9/22,000819.SZ,7.56,7.56,TRUE
2020/9/22,000820.SZ,1.17,1.17,TRUE
2020/9/22,000821.SZ,6.47,6.47,TRUE
2020/9/22,000822.SZ,4.1,4.1,TRUE
2020/9/22,000823.SZ,14.42,14.42,TRUE
2020/9/22,000825.SZ,3.81,3.81,TRUE
2020/9/22,000826.SZ,8.05,8.05,TRUE
2020/9/22,000828.SZ,10.21,10.21,TRUE
2020/9/22,000829.SZ,6.87,6.87,TRUE
2020/9/22,000830.SZ,9.24,9.24,TRUE
2020/9/22,000831.SZ,13.39,13.39,TRUE
2020/9/22,000833.SZ,4.95,4.95,TRUE
2020/9/22,000835.SZ,2.15,2.15,TRUE
2020/9/22,000836.SZ,3.38,3.38,TRUE
2020/9/22,000837.SZ,5.53,5.53,TRUE
2020/9/22,000838.SZ,3.2,3.2,TRUE
2020/9/22,000839.SZ,2.72,2.72,TRUE
2020/9/22,000848.SZ,7.6,7.6,TRUE
2020/9/22,000850.SZ,3.89,3.89,TRUE
2020/9/22,000851.SZ,7.12,7.12,TRUE
2020/9/22,000852.SZ,4.97,4.97,TRUE
2020/9/22,000856.SZ,8.66,8.66,TRUE
2020/9/22,000858.SZ,224.9,224.9,TRUE
2020/9/22,000859.SZ,5.67,5.67,TRUE
2020/9/22,000860.SZ,64.08,64.08,TRUE
2020/9/22,000861.SZ,3.42,3.42,TRUE
2020/9/22,000862.SZ,3.96,3.96,TRUE
2020/9/22,000863.SZ,4.03,4.03,TRUE
2020/9/22,000868.SZ,3.46,3.46,TRUE
2020/9/22,000869.SZ,31.66,31.66,TRUE
2020/9/22,000875.SZ,4.11,4.11,TRUE
2020/9/22,000876.SZ,29.53,29.53,TRUE
2020/9/22,000877.SZ,19.57,19.57,TRUE
2020/9/22,000878.SZ,15.43,15.43,TRUE
2020/9/22,000880.SZ,9.85,9.85,TRUE
2020/9/22,000881.SZ,9.52,9.52,TRUE
2020/9/22,000882.SZ,2.05,2.05,TRUE
2020/9/22,000883.SZ,3.86,3.86,TRUE
2020/9/22,000885.SZ,10.69,10.69,TRUE
2020/9/22,000886.SZ,5.96,5.96,TRUE
2020/9/22,000887.SZ,11.26,11.26,TRUE
2020/9/22,000888.SZ,6.42,6.42,TRUE
2020/9/22,000889.SZ,6.73,6.73,TRUE
2020/9/22,000890.SZ,2.57,2.57,TRUE
2020/9/22,000892.SZ,3.83,3.83,TRUE
2020/9/22,000893.SZ,8.22,8.22,TRUE
2020/9/22,000895.SZ,51.18,51.18,TRUE
2020/9/22,000897.SZ,2.73,2.73,TRUE
2020/9/22,000898.SZ,2.71,2.71,TRUE
2020/9/22,000899.SZ,4.57,4.57,TRUE
2020/9/22,000900.SZ,3.91,3.91,TRUE
2020/9/22,000901.SZ,11.64,11.64,TRUE
2020/9/22,000902.SZ,11.91,11.91,TRUE
2020/9/22,000903.SZ,6.56,6.56,TRUE
2020/9/22,000905.SZ,7.03,7.03,TRUE
2020/9/22,000906.SZ,7.1,7.1,TRUE
2020/9/22,000908.SZ,5.74,5.74,TRUE
2020/9/22,000909.SZ,8.56,8.56,TRUE
2020/9/22,000910.SZ,19.74,19.74,TRUE
2020/9/22,000911.SZ,9,9,TRUE
2020/9/22,000912.SZ,4.35,4.35,TRUE
2020/9/22,000913.SZ,25.02,25.02,TRUE
2020/9/22,000915.SZ,27.51,27.51,TRUE
2020/9/22,000917.SZ,6.38,6.38,TRUE
2020/9/22,000918.SZ,4.96,4.96,TRUE
2020/9/22,000919.SZ,6.78,6.78,TRUE
2020/9/22,000920.SZ,7.96,7.96,TRUE
2020/9/22,000921.SZ,13.6,13.6,TRUE
2020/9/22,000922.SZ,6.84,6.84,TRUE
2020/9/22,000923.SZ,12.98,12.98,TRUE
2020/9/22,000925.SZ,7.86,7.86,TRUE
2020/9/22,000926.SZ,5.68,5.68,TRUE
2020/9/22,000927.SZ,4.25,4.25,TRUE
2020/9/22,000928.SZ,4.28,4.28,TRUE
2020/9/22,000929.SZ,9.17,9.17,TRUE
2020/9/22,000930.SZ,9,9,TRUE
2020/9/22,000931.SZ,8.83,8.83,TRUE
2020/9/22,000932.SZ,5.12,5.12,TRUE
2020/9/22,000933.SZ,5.16,5.16,TRUE
2020/9/22,000935.SZ,14.56,14.56,TRUE
2020/9/22,000936.SZ,8.95,8.95,TRUE
2020/9/22,000937.SZ,4,4,TRUE
2020/9/22,000938.SZ,28.3,28.3,TRUE
2020/9/22,000939.SZ,1.05,1.05,TRUE
2020/9/22,000948.SZ,13.37,13.37,TRUE
2020/9/22,000949.SZ,3.32,3.32,TRUE
2020/9/22,000950.SZ,5.51,5.51,TRUE
2020/9/22,000951.SZ,37.92,37.92,TRUE
2020/9/22,000952.SZ,8.65,8.65,TRUE
2020/9/22,000953.SZ,4.96,4.96,TRUE
2020/9/22,000955.SZ,8.77,8.77,TRUE
2020/9/22,000957.SZ,8.13,8.13,TRUE
2020/9/22,000958.SZ,4.78,4.78,TRUE
2020/9/22,000959.SZ,4.33,4.33,TRUE
2020/9/22,000960.SZ,9.53,9.53,TRUE
2020/9/22,000961.SZ,10.03,10.03,TRUE
2020/9/22,000962.SZ,8.16,8.16,TRUE
2020/9/22,000963.SZ,24.68,24.68,TRUE
2020/9/22,000965.SZ,3.37,3.37,TRUE
2020/9/22,000966.SZ,3.82,3.82,TRUE
2020/9/22,000967.SZ,8.51,8.51,TRUE
2020/9/22,000968.SZ,8.28,8.28,TRUE
2020/9/22,000969.SZ,7.15,7.15,TRUE
2020/9/22,000970.SZ,9.75,9.75,TRUE
2020/9/22,000971.SZ,2.56,2.56,TRUE
2020/9/22,000972.SZ,2.65,2.65,TRUE
2020/9/22,000973.SZ,4.89,4.89,TRUE
2020/9/22,000975.SZ,15.38,15.38,TRUE
2020/9/22,000976.SZ,6.43,6.43,TRUE
2020/9/22,000977.SZ,31.94,31.94,TRUE
2020/9/22,000978.SZ,5.58,5.58,TRUE
2020/9/22,000980.SZ,1.41,1.41,TRUE
2020/9/22,000981.SZ,1.93,1.93,TRUE
2020/9/22,000982.SZ,1.21,1.21,TRUE
2020/9/22,000983.SZ,4.5,4.5,TRUE
2020/9/22,000985.SZ,14.51,14.51,TRUE
2020/9/22,000987.SZ,18,18,TRUE
2020/9/22,000988.SZ,23.89,23.89,TRUE
2020/9/22,000989.SZ,9.34,9.34,TRUE
2020/9/22,000990.SZ,14.53,14.53,TRUE
2020/9/22,000993.SZ,6.61,6.61,TRUE
2020/9/22,000995.SZ,7.47,7.47,TRUE
2020/9/22,000996.SZ,9.11,9.11,TRUE
2020/9/22,000997.SZ,17.2,17.2,TRUE
2020/9/22,000998.SZ,19.77,19.77,TRUE
2020/9/22,000999.SZ,26.83,26.83,TRUE
2020/9/22,001696.SZ,8.37,8.37,TRUE
2020/9/22,001872.SZ,15.87,15.87,TRUE
2020/9/22,001896.SZ,3.84,3.84,TRUE
2020/9/22,001914.SZ,26.81,26.81,TRUE
2020/9/22,001965.SZ,7,7,TRUE
2020/9/22,001979.SZ,15.85,15.85,TRUE
2020/9/22,002001.SZ,31.45,31.45,TRUE
2020/9/22,002002.SZ,4.24,4.24,TRUE
2020/9/22,002003.SZ,6.33,6.33,TRUE
2020/9/22,002004.SZ,5.33,5.33,TRUE
2020/9/22,002005.SZ,1.3,1.3,TRUE
2020/9/22,002006.SZ,6.07,6.07,TRUE
2020/9/22,002007.SZ,48.63,48.63,TRUE
2020/9/22,002008.SZ,34.44,34.44,TRUE
2020/9/22,002009.SZ,8.9,8.9,TRUE
2020/9/22,002010.SZ,6.26,6.26,TRUE
2020/9/22,002011.SZ,3.92,3.92,TRUE
2020/9/22,002012.SZ,6.09,6.09,TRUE
2020/9/22,002013.SZ,11.68,11.68,TRUE
2020/9/22,002014.SZ,11.36,11.36,TRUE
2020/9/22,002015.SZ,5.65,5.65,TRUE
2020/9/22,002016.SZ,6.97,6.97,TRUE
2020/9/22,002017.SZ,11.96,11.96,TRUE
2020/9/22,002019.SZ,25.6,25.6,TRUE
2020/9/22,002020.SZ,11.99,11.99,TRUE
2020/9/22,002021.SZ,2.62,2.62,TRUE
2020/9/22,002022.SZ,18.02,18.02,TRUE
2020/9/22,002023.SZ,17.01,17.01,TRUE
2020/9/22,002024.SZ,9.31,9.31,TRUE
2020/9/22,002025.SZ,53.19,53.19,TRUE
2020/9/22,002026.SZ,11.2,11.2,TRUE
2020/9/22,002027.SZ,7.79,7.79,TRUE
2020/9/22,002028.SZ,25.4,25.4,TRUE
2020/9/22,002029.SZ,5.87,5.87,TRUE
2020/9/22,002030.SZ,32.74,32.74,TRUE
