Date,UID,2020/9/16,2020/9/17,Equal
2020/9/17,000655.SZ,6.37,6.37,TRUE
2020/9/17,000656.SZ,10,10,TRUE
2020/9/17,000657.SZ,7.16,7.16,TRUE
2020/9/17,000659.SZ,2.47,2.47,TRUE
2020/9/17,000661.SZ,361.45,361.45,TRUE
2020/9/17,000662.SZ,1.51,1.51,TRUE
2020/9/17,000663.SZ,3.96,3.96,TRUE
2020/9/17,000665.SZ,5.17,5.17,TRUE
2020/9/17,000666.SZ,9.25,9.25,TRUE
2020/9/17,000667.SZ,3.81,3.81,TRUE
2020/9/17,000668.SZ,19.28,19.28,TRUE
2020/9/17,000669.SZ,1.81,1.81,TRUE
2020/9/17,000670.SZ,2.25,2.25,TRUE
2020/9/17,000671.SZ,7.93,7.93,TRUE
2020/9/17,000672.SZ,26.41,26.41,TRUE
2020/9/17,000673.SZ,1.6,1.6,TRUE
2020/9/17,000676.SZ,7.35,7.35,TRUE
2020/9/17,000677.SZ,3.09,3.09,TRUE
2020/9/17,000678.SZ,5.41,5.41,TRUE
2020/9/17,000679.SZ,3.75,3.75,TRUE
2020/9/17,000680.SZ,3.79,3.79,TRUE
2020/9/17,000681.SZ,16.28,16.28,TRUE
2020/9/17,000682.SZ,5.09,5.09,TRUE
2020/9/17,000683.SZ,2.62,2.62,TRUE
2020/9/17,000685.SZ,8.49,8.49,TRUE
2020/9/17,000686.SZ,9.74,9.74,TRUE
2020/9/17,000687.SZ,2.04,2.04,TRUE
2020/9/17,000688.SZ,22.54,22.54,TRUE
2020/9/17,000690.SZ,6.67,6.67,TRUE
2020/9/17,000691.SZ,5.19,5.19,TRUE
2020/9/17,000692.SZ,3.09,3.09,TRUE
2020/9/17,000695.SZ,8.7,8.7,TRUE
2020/9/17,000697.SZ,10.96,10.96,TRUE
2020/9/17,000698.SZ,5.42,5.42,TRUE
2020/9/17,000700.SZ,6.86,6.86,TRUE
2020/9/17,000701.SZ,6.07,6.07,TRUE
2020/9/17,000702.SZ,5.66,5.66,TRUE
2020/9/17,000703.SZ,11.57,11.57,TRUE
2020/9/17,000705.SZ,8.23,8.23,TRUE
2020/9/17,000707.SZ,2.68,2.68,TRUE
2020/9/17,000708.SZ,17.62,17.62,TRUE
2020/9/17,000709.SZ,2.2,2.2,TRUE
2020/9/17,000710.SZ,52.38,52.38,TRUE
2020/9/17,000711.SZ,3.39,3.39,TRUE
2020/9/17,000712.SZ,13.55,13.55,TRUE
2020/9/17,000713.SZ,10.99,10.99,TRUE
2020/9/17,000715.SZ,6.38,6.38,TRUE
2020/9/17,000716.SZ,3.84,3.84,TRUE
2020/9/17,000717.SZ,4.2,4.2,TRUE
2020/9/17,000718.SZ,3.35,3.35,TRUE
2020/9/17,000719.SZ,7.85,7.85,TRUE
2020/9/17,000720.SZ,4.01,4.01,TRUE
2020/9/17,000721.SZ,5.1,5.1,TRUE
2020/9/17,000722.SZ,7.21,7.21,TRUE
2020/9/17,000723.SZ,6.63,6.63,TRUE
2020/9/17,000725.SZ,5.16,5.16,TRUE
2020/9/17,000726.SZ,7.57,7.57,TRUE
2020/9/17,000727.SZ,2.74,2.74,TRUE
2020/9/17,000728.SZ,9.77,9.77,TRUE
2020/9/17,000729.SZ,7.74,7.74,TRUE
2020/9/17,000731.SZ,5.33,5.33,TRUE
2020/9/17,000732.SZ,5.04,5.04,TRUE
2020/9/17,000733.SZ,40.4,40.4,TRUE
2020/9/17,000735.SZ,10.45,10.45,TRUE
2020/9/17,000736.SZ,7.04,7.04,TRUE
2020/9/17,000737.SZ,3.73,3.73,TRUE
2020/9/17,000738.SZ,19.52,19.52,TRUE
2020/9/17,000739.SZ,24.02,24.02,TRUE
2020/9/17,000750.SZ,5.11,5.11,TRUE
2020/9/17,000751.SZ,2.92,2.92,TRUE
2020/9/17,000752.SZ,3.62,3.62,TRUE
2020/9/17,000753.SZ,3.24,3.24,TRUE
2020/9/17,000755.SZ,3.77,3.77,TRUE
2020/9/17,000756.SZ,9.35,9.35,TRUE
2020/9/17,000757.SZ,4.65,4.65,TRUE
2020/9/17,000758.SZ,4.82,4.82,TRUE
2020/9/17,000759.SZ,6.72,6.72,TRUE
2020/9/17,000760.SZ,1.47,1.47,TRUE
2020/9/17,000761.SZ,3.42,3.42,TRUE
2020/9/17,000762.SZ,8.38,8.38,TRUE
2020/9/17,000766.SZ,4.85,4.85,TRUE
2020/9/17,000767.SZ,2.51,2.51,TRUE
2020/9/17,000768.SZ,22,22,TRUE
2020/9/17,000776.SZ,15.88,15.88,TRUE
2020/9/17,000777.SZ,12.91,12.91,TRUE
2020/9/17,000778.SZ,3.69,3.69,TRUE
2020/9/17,000779.SZ,10.67,10.67,TRUE
2020/9/17,000780.SZ,2.63,2.63,TRUE
2020/9/17,000782.SZ,3.49,3.49,TRUE
2020/9/17,000783.SZ,7.97,7.97,TRUE
2020/9/17,000785.SZ,9.01,9.01,TRUE
2020/9/17,000786.SZ,34.81,34.81,TRUE
2020/9/17,000788.SZ,6.79,6.79,TRUE
2020/9/17,000789.SZ,16.09,16.09,TRUE
2020/9/17,000790.SZ,5.33,5.33,TRUE
2020/9/17,000791.SZ,3.58,3.58,TRUE
2020/9/17,000792.SZ,8.84,8.84,TRUE
2020/9/17,000793.SZ,3.17,3.17,TRUE
2020/9/17,000795.SZ,5.89,5.89,TRUE
2020/9/17,000796.SZ,17.07,17.07,TRUE
2020/9/17,000797.SZ,3.79,3.79,TRUE
2020/9/17,000798.SZ,6.85,6.85,TRUE
2020/9/17,000799.SZ,88.15,88.15,TRUE
2020/9/17,000800.SZ,14.18,14.18,TRUE
2020/9/17,000801.SZ,6.04,6.04,TRUE
2020/9/17,000802.SZ,9.41,9.41,TRUE
2020/9/17,000803.SZ,15.73,15.73,TRUE
2020/9/17,000806.SZ,1.57,1.57,TRUE
2020/9/17,000807.SZ,5.6,5.6,TRUE
2020/9/17,000809.SZ,2.35,2.35,TRUE
2020/9/17,000810.SZ,10.09,10.09,TRUE
2020/9/17,000811.SZ,7.01,7.01,TRUE
2020/9/17,000812.SZ,3.23,3.23,TRUE
2020/9/17,000813.SZ,6.33,6.33,TRUE
2020/9/17,000815.SZ,6.79,6.79,TRUE
2020/9/17,000816.SZ,1.47,1.47,TRUE
2020/9/17,000818.SZ,22.38,22.38,TRUE
2020/9/17,000819.SZ,7.48,7.48,TRUE
2020/9/17,000820.SZ,1.17,1.17,TRUE
2020/9/17,000821.SZ,6.42,6.42,TRUE
2020/9/17,000822.SZ,4.08,4.08,TRUE
2020/9/17,000823.SZ,14.77,14.77,TRUE
2020/9/17,000825.SZ,3.74,3.74,TRUE
2020/9/17,000826.SZ,7.86,7.86,TRUE
2020/9/17,000828.SZ,9.45,9.45,TRUE
2020/9/17,000829.SZ,6.69,6.69,TRUE
2020/9/17,000830.SZ,9.38,9.38,TRUE
2020/9/17,000831.SZ,13.04,13.04,TRUE
2020/9/17,000833.SZ,4.89,4.89,TRUE
2020/9/17,000835.SZ,2.08,2.08,TRUE
2020/9/17,000836.SZ,3.34,3.34,TRUE
2020/9/17,000837.SZ,5.65,5.65,TRUE
2020/9/17,000838.SZ,2.97,2.97,TRUE
2020/9/17,000839.SZ,2.73,2.73,TRUE
2020/9/17,000848.SZ,7.48,7.48,TRUE
2020/9/17,000850.SZ,3.77,3.77,TRUE
2020/9/17,000851.SZ,6.93,6.93,TRUE
2020/9/17,000852.SZ,4.97,4.97,TRUE
2020/9/17,000856.SZ,8.81,8.81,TRUE
2020/9/17,000858.SZ,226.02,226.02,TRUE
2020/9/17,000859.SZ,5.46,5.46,TRUE
2020/9/17,000860.SZ,67.16,67.16,TRUE
2020/9/17,000861.SZ,3.48,3.48,TRUE
2020/9/17,000862.SZ,3.97,3.97,TRUE
2020/9/17,000863.SZ,4.03,4.03,TRUE
2020/9/17,000868.SZ,3.47,3.47,TRUE
2020/9/17,000869.SZ,32.13,32.13,TRUE
2020/9/17,000875.SZ,4.1,4.1,TRUE
2020/9/17,000876.SZ,30.45,30.45,TRUE
2020/9/17,000877.SZ,19.36,19.36,TRUE
2020/9/17,000878.SZ,14.19,14.19,TRUE
2020/9/17,000880.SZ,9.34,9.34,TRUE
2020/9/17,000881.SZ,9.29,9.29,TRUE
2020/9/17,000882.SZ,2.05,2.05,TRUE
2020/9/17,000883.SZ,3.9,3.9,TRUE
2020/9/17,000885.SZ,10.73,10.73,TRUE
2020/9/17,000886.SZ,5.8,5.8,TRUE
2020/9/17,000887.SZ,10.78,10.78,TRUE
2020/9/17,000888.SZ,6.4,6.4,TRUE
2020/9/17,000889.SZ,7.05,7.05,TRUE
2020/9/17,000890.SZ,2.56,2.56,TRUE
2020/9/17,000892.SZ,3.84,3.84,TRUE
2020/9/17,000893.SZ,8.69,8.69,TRUE
2020/9/17,000895.SZ,52.72,52.72,TRUE
2020/9/17,000897.SZ,2.7,2.7,TRUE
2020/9/17,000898.SZ,2.67,2.67,TRUE
2020/9/17,000899.SZ,4.59,4.59,TRUE
2020/9/17,000900.SZ,3.83,3.83,TRUE
2020/9/17,000901.SZ,11.27,11.27,TRUE
2020/9/17,000902.SZ,11.61,11.61,TRUE
2020/9/17,000903.SZ,6.51,6.51,TRUE
2020/9/17,000905.SZ,6.88,6.88,TRUE
2020/9/17,000906.SZ,7.15,7.15,TRUE
2020/9/17,000908.SZ,5.14,5.14,TRUE
2020/9/17,000909.SZ,8.4,8.4,TRUE
2020/9/17,000910.SZ,19.46,19.46,TRUE
2020/9/17,000911.SZ,7.88,7.88,TRUE
2020/9/17,000912.SZ,4.35,4.35,TRUE
2020/9/17,000913.SZ,25.4,25.4,TRUE
2020/9/17,000915.SZ,27.32,27.32,TRUE
2020/9/17,000917.SZ,6.26,6.26,TRUE
2020/9/17,000918.SZ,5,5,TRUE
2020/9/17,000919.SZ,6.69,6.69,TRUE
2020/9/17,000920.SZ,7.83,7.83,TRUE
2020/9/17,000921.SZ,13.22,13.22,TRUE
2020/9/17,000922.SZ,6.89,6.89,TRUE
2020/9/17,000923.SZ,13.03,13.03,TRUE
2020/9/17,000925.SZ,8.3,8.3,TRUE
2020/9/17,000926.SZ,5.6,5.6,TRUE
2020/9/17,000927.SZ,4.15,4.15,TRUE
2020/9/17,000928.SZ,4.22,4.22,TRUE
2020/9/17,000929.SZ,8.96,8.96,TRUE
2020/9/17,000930.SZ,8.83,8.83,TRUE
2020/9/17,000931.SZ,8.64,8.64,TRUE
2020/9/17,000932.SZ,5.14,5.14,TRUE
2020/9/17,000933.SZ,5.02,5.02,TRUE
2020/9/17,000935.SZ,14.41,14.41,TRUE
2020/9/17,000936.SZ,8.84,8.84,TRUE
2020/9/17,000937.SZ,3.79,3.79,TRUE
2020/9/17,000938.SZ,27.92,27.92,TRUE
2020/9/17,000939.SZ,1.05,1.05,TRUE
2020/9/17,000948.SZ,12.85,12.85,TRUE
2020/9/17,000949.SZ,3.31,3.31,TRUE
2020/9/17,000950.SZ,5.5,5.5,TRUE
2020/9/17,000951.SZ,39.4,39.4,TRUE
2020/9/17,000952.SZ,8.6,8.6,TRUE
2020/9/17,000953.SZ,4.97,4.97,TRUE
2020/9/17,000955.SZ,9.35,9.35,TRUE
2020/9/17,000957.SZ,7.29,7.29,TRUE
2020/9/17,000958.SZ,4.79,4.79,TRUE
2020/9/17,000959.SZ,4.33,4.33,TRUE
2020/9/17,000960.SZ,9.34,9.34,TRUE
2020/9/17,000961.SZ,9.59,9.59,TRUE
2020/9/17,000962.SZ,8,8,TRUE
2020/9/17,000963.SZ,24.6,24.6,TRUE
2020/9/17,000965.SZ,3.36,3.36,TRUE
2020/9/17,000966.SZ,3.81,3.81,TRUE
2020/9/17,000967.SZ,8.35,8.35,TRUE
2020/9/17,000968.SZ,8.21,8.21,TRUE
2020/9/17,000969.SZ,6.9,6.9,TRUE
2020/9/17,000970.SZ,9.93,9.93,TRUE
2020/9/17,000971.SZ,2.55,2.55,TRUE
2020/9/17,000972.SZ,2.64,2.64,TRUE
2020/9/17,000973.SZ,4.88,4.88,TRUE
2020/9/17,000975.SZ,15.56,15.56,TRUE
2020/9/17,000976.SZ,6.35,6.35,TRUE
2020/9/17,000977.SZ,30.91,30.91,TRUE
2020/9/17,000978.SZ,5.57,5.57,TRUE
2020/9/17,000980.SZ,1.4,1.4,TRUE
2020/9/17,000981.SZ,1.88,1.88,TRUE
2020/9/17,000982.SZ,1.24,1.24,TRUE
2020/9/17,000983.SZ,4.18,4.18,TRUE
2020/9/17,000985.SZ,14.55,14.55,TRUE
2020/9/17,000987.SZ,17.08,17.08,TRUE
2020/9/17,000988.SZ,23.54,23.54,TRUE
2020/9/17,000989.SZ,9.2,9.2,TRUE
2020/9/17,000990.SZ,15.07,15.07,TRUE
2020/9/17,000993.SZ,6.61,6.61,TRUE
2020/9/17,000995.SZ,7.47,7.47,TRUE
2020/9/17,000996.SZ,8.85,8.85,TRUE
2020/9/17,000997.SZ,17.03,17.03,TRUE
2020/9/17,000998.SZ,19.09,19.09,TRUE
2020/9/17,000999.SZ,26.69,26.69,TRUE
2020/9/17,001696.SZ,8.23,8.23,TRUE
2020/9/17,001872.SZ,15.32,15.32,TRUE
2020/9/17,001896.SZ,3.85,3.85,TRUE
2020/9/17,001914.SZ,26.95,26.95,TRUE
2020/9/17,001965.SZ,6.95,6.95,TRUE
2020/9/17,001979.SZ,15.61,15.61,TRUE
2020/9/17,002001.SZ,31.18,31.18,TRUE
2020/9/17,002002.SZ,4.24,4.24,TRUE
2020/9/17,002003.SZ,6.33,6.33,TRUE
2020/9/17,002004.SZ,5.32,5.32,TRUE
2020/9/17,002005.SZ,1.31,1.31,TRUE
2020/9/17,002006.SZ,5.88,5.88,TRUE
2020/9/17,002007.SZ,48.95,48.95,TRUE
2020/9/17,002008.SZ,34.87,34.87,TRUE
2020/9/17,002009.SZ,8.99,8.99,TRUE
2020/9/17,002010.SZ,6.34,6.34,TRUE
2020/9/17,002011.SZ,3.87,3.87,TRUE
2020/9/17,002012.SZ,6.99,6.99,TRUE
2020/9/17,002013.SZ,10.76,10.76,TRUE
2020/9/17,002014.SZ,11.17,11.17,TRUE
2020/9/17,002015.SZ,5.54,5.54,TRUE
2020/9/17,002016.SZ,6.86,6.86,TRUE
2020/9/17,002017.SZ,11.76,11.76,TRUE
2020/9/17,002019.SZ,27.1,27.1,TRUE
2020/9/17,002020.SZ,11.37,11.37,TRUE
2020/9/17,002021.SZ,2.61,2.61,TRUE
2020/9/17,002022.SZ,17.78,17.78,TRUE
2020/9/17,002023.SZ,16.43,16.43,TRUE
2020/9/17,002024.SZ,9.21,9.21,TRUE
2020/9/17,002025.SZ,47.22,47.22,TRUE
2020/9/17,002026.SZ,10.11,10.11,TRUE
2020/9/17,002027.SZ,7.52,7.52,TRUE
2020/9/17,002028.SZ,24.63,24.63,TRUE
2020/9/17,002029.SZ,5.87,5.87,TRUE
2020/9/17,002030.SZ,32.55,32.55,TRUE
