上证指数,000001.SH,上证A指,000002.SH,上证B指,000003.SH,上证380,000009.SH,上证180,000010.SH,上证红利,000015.SH,上证50,000016.SH,沪深300,000300.SH,中证1000,000852.SH,中证100,000903.SH,中证500,000905.SH,中证800,000906.SH,深证成指,399001.SZ,深证100R,399004.SZ,中小板指,399005.SZ,创业板指,399006.SZ,中小300,399008.SZ,创业300,399012.SZ,中小板综,399101.SZ,创业板综,399102.SZ,深证综指,399106.SZ,深证A指,399107.SZ,深证B指,399108.SZ,深证100,399330.SZ,深证300R,399344.SZ
2020-09-21 09:40,3334.7359,2020-09-21 09:40,3495.0229,2020-09-21 09:40,251.9839,2020-09-21 09:40,5833.2920,2020-09-21 09:40,9856.5200,2020-09-21 09:40,2629.1373,2020-09-21 09:40,3338.2204,2020-09-21 09:40,4724.5283,2020-09-21 09:40,6942.9224,2020-09-21 09:40,4768.6048,2020-09-21 09:40,6488.3149,2020-09-21 09:40,5014.5699,2020-09-21 09:40,13236.0585,2020-09-21 09:40,7752.2659,2020-09-21 09:40,8826.9251,2020-09-21 09:40,2589.9125,2020-09-21 09:40,1657.6037,2020-09-21 09:40,3651.0762,2020-09-21 09:40,12441.6478,2020-09-21 09:40,3038.7361,2020-09-21 09:40,2217.9827,2020-09-21 09:40,2321.2886,2020-09-21 09:40,957.2285,2020-09-21 09:40,5966.2760,2020-09-21 09:40,6913.2378
2020-09-21 09:41,3333.8787,2020-09-21 09:41,3494.1212,2020-09-21 09:41,252.0466,2020-09-21 09:41,5832.0485,2020-09-21 09:41,9853.1308,2020-09-21 09:41,2630.0467,2020-09-21 09:41,3336.7284,2020-09-21 09:41,4722.2769,2020-09-21 09:41,6936.1832,2020-09-21 09:41,4766.2490,2020-09-21 09:41,6485.2263,2020-09-21 09:41,5012.1809,2020-09-21 09:41,13230.3613,2020-09-21 09:41,7748.7309,2020-09-21 09:41,8826.6519,2020-09-21 09:41,2588.9252,2020-09-21 09:41,1657.4024,2020-09-21 09:41,3648.4371,2020-09-21 09:41,12443.6231,2020-09-21 09:41,3036.2233,2020-09-21 09:41,2217.0729,2020-09-21 09:41,2320.3310,2020-09-21 09:41,958.2729,2020-09-21 09:41,5963.5554,2020-09-21 09:41,6910.3265
2020-09-21 09:42,3335.0207,2020-09-21 09:42,3495.3233,2020-09-21 09:42,251.9321,2020-09-21 09:42,5832.6137,2020-09-21 09:42,9857.8929,2020-09-21 09:42,2629.5110,2020-09-21 09:42,3338.8447,2020-09-21 09:42,4725.8245,2020-09-21 09:42,6939.2930,2020-09-21 09:42,4770.7195,2020-09-21 09:42,6486.4226,2020-09-21 09:42,5015.2514,2020-09-21 09:42,13240.5620,2020-09-21 09:42,7756.9093,2020-09-21 09:42,8827.2486,2020-09-21 09:42,2589.7902,2020-09-21 09:42,1657.5881,2020-09-21 09:42,3649.9706,2020-09-21 09:42,12445.3163,2020-09-21 09:42,3037.3617,2020-09-21 09:42,2218.3561,2020-09-21 09:42,2321.6781,2020-09-21 09:42,957.7446,2020-09-21 09:42,5969.8496,2020-09-21 09:42,6916.1500
2020-09-21 09:43,3333.3187,2020-09-21 09:43,3493.5349,2020-09-21 09:43,251.9785,2020-09-21 09:43,5830.4037,2020-09-21 09:43,9850.2591,2020-09-21 09:43,2629.2695,2020-09-21 09:43,3335.0848,2020-09-21 09:43,4722.1947,2020-09-21 09:43,6935.9083,2020-09-21 09:43,4766.2151,2020-09-21 09:43,6481.5923,2020-09-21 09:43,5011.4279,2020-09-21 09:43,13225.6128,2020-09-21 09:43,7748.1619,2020-09-21 09:43,8812.6108,2020-09-21 09:43,2586.4261,2020-09-21 09:43,1655.2873,2020-09-21 09:43,3645.8880,2020-09-21 09:43,12430.8590,2020-09-21 09:43,3034.3339,2020-09-21 09:43,2216.2326,2020-09-21 09:43,2319.4548,2020-09-21 09:43,957.0745,2020-09-21 09:43,5963.1175,2020-09-21 09:43,6908.2925
2020-09-21 09:44,3332.1278,2020-09-21 09:44,3492.2803,2020-09-21 09:44,252.1388,2020-09-21 09:44,5828.8610,2020-09-21 09:44,9843.8364,2020-09-21 09:44,2629.6611,2020-09-21 09:44,3332.6626,2020-09-21 09:44,4719.8112,2020-09-21 09:44,6934.9563,2020-09-21 09:44,4763.9445,2020-09-21 09:44,6478.7796,2020-09-21 09:44,5008.9852,2020-09-21 09:44,13220.1540,2020-09-21 09:44,7745.6243,2020-09-21 09:44,8814.0146,2020-09-21 09:44,2586.0290,2020-09-21 09:44,1655.1146,2020-09-21 09:44,3644.8726,2020-09-21 09:44,12429.6172,2020-09-21 09:44,3033.3576,2020-09-21 09:44,2215.3865,2020-09-21 09:44,2318.5666,2020-09-21 09:44,957.3999,2020-09-21 09:44,5961.1645,2020-09-21 09:44,6905.6862
2020-09-21 09:45,3334.0166,2020-09-21 09:45,3494.2672,2020-09-21 09:45,252.0011,2020-09-21 09:45,5832.9605,2020-09-21 09:45,9854.0942,2020-09-21 09:45,2628.2959,2020-09-21 09:45,3336.8379,2020-09-21 09:45,4723.4466,2020-09-21 09:45,6940.3308,2020-09-21 09:45,4766.3795,2020-09-21 09:45,6484.5052,2020-09-21 09:45,5012.9824,2020-09-21 09:45,13231.7350,2020-09-21 09:45,7750.2496,2020-09-21 09:45,8819.2738,2020-09-21 09:45,2589.9108,2020-09-21 09:45,1656.6239,2020-09-21 09:45,3649.7528,2020-09-21 09:45,12439.1341,2020-09-21 09:45,3037.0659,2020-09-21 09:45,2217.3893,2020-09-21 09:45,2320.6662,2020-09-21 09:45,957.3246,2020-09-21 09:45,5964.7243,2020-09-21 09:45,6911.1133
2020-09-21 09:46,3337.5146,2020-09-21 09:46,3497.9357,2020-09-21 09:46,252.1740,2020-09-21 09:46,5834.5820,2020-09-21 09:46,9866.3238,2020-09-21 09:46,2630.4444,2020-09-21 09:46,3339.6543,2020-09-21 09:46,4729.5193,2020-09-21 09:46,6948.0752,2020-09-21 09:46,4772.5388,2020-09-21 09:46,6487.6444,2020-09-21 09:46,5018.4447,2020-09-21 09:46,13244.5916,2020-09-21 09:46,7759.1922,2020-09-21 09:46,8820.6323,2020-09-21 09:46,2591.1741,2020-09-21 09:46,1657.0109,2020-09-21 09:46,3651.9986,2020-09-21 09:46,12443.1140,2020-09-21 09:46,3039.6774,2020-09-21 09:46,2219.3682,2020-09-21 09:46,2322.7414,2020-09-21 09:46,957.0828,2020-09-21 09:46,5971.6066,2020-09-21 09:46,6918.3730
2020-09-21 09:47,3338.8017,2020-09-21 09:47,3499.2884,2020-09-21 09:47,252.1292,2020-09-21 09:47,5833.9994,2020-09-21 09:47,9870.2184,2020-09-21 09:47,2631.2029,2020-09-21 09:47,3341.5894,2020-09-21 09:47,4730.3632,2020-09-21 09:47,6950.7396,2020-09-21 09:47,4773.9877,2020-09-21 09:47,6486.7055,2020-09-21 09:47,5018.9438,2020-09-21 09:47,13243.1582,2020-09-21 09:47,7757.8983,2020-09-21 09:47,8817.1408,2020-09-21 09:47,2591.1872,2020-09-21 09:47,1656.5753,2020-09-21 09:47,3652.3075,2020-09-21 09:47,12441.9071,2020-09-21 09:47,3039.7843,2020-09-21 09:47,2219.3887,2020-09-21 09:47,2322.7676,2020-09-21 09:47,955.8140,2020-09-21 09:47,5970.6108,2020-09-21 09:47,6917.7932
2020-09-21 09:48,3336.7916,2020-09-21 09:48,3497.1787,2020-09-21 09:48,252.0885,2020-09-21 09:48,5832.8027,2020-09-21 09:48,9863.3643,2020-09-21 09:48,2630.1006,2020-09-21 09:48,3338.9174,2020-09-21 09:48,4727.2113,2020-09-21 09:48,6948.8979,2020-09-21 09:48,4770.2622,2020-09-21 09:48,6484.9753,2020-09-21 09:48,5016.0896,2020-09-21 09:48,13235.7865,2020-09-21 09:48,7752.1312,2020-09-21 09:48,8810.2179,2020-09-21 09:48,2589.1780,2020-09-21 09:48,1655.6128,2020-09-21 09:48,3649.9491,2020-09-21 09:48,12436.8307,2020-09-21 09:48,3038.3547,2020-09-21 09:48,2218.5679,2020-09-21 09:48,2321.9069,2020-09-21 09:48,955.9276,2020-09-21 09:48,5966.1724,2020-09-21 09:48,6913.5323
2020-09-21 09:49,3336.5323,2020-09-21 09:49,3496.9073,2020-09-21 09:49,252.0556,2020-09-21 09:49,5832.1857,2020-09-21 09:49,9861.5502,2020-09-21 09:49,2630.4766,2020-09-21 09:49,3337.6630,2020-09-21 09:49,4725.9658,2020-09-21 09:49,6949.0332,2020-09-21 09:49,4768.3017,2020-09-21 09:49,6485.7510,2020-09-21 09:49,5015.2377,2020-09-21 09:49,13233.6818,2020-09-21 09:49,7749.2783,2020-09-21 09:49,8809.1377,2020-09-21 09:49,2589.3797,2020-09-21 09:49,1655.4069,2020-09-21 09:49,3649.7452,2020-09-21 09:49,12434.5102,2020-09-21 09:49,3038.3595,2020-09-21 09:49,2218.3051,2020-09-21 09:49,2321.6325,2020-09-21 09:49,955.6499,2020-09-21 09:49,5963.9767,2020-09-21 09:49,6912.3051
2020-09-21 09:50,3331.7904,2020-09-21 09:50,3491.9287,2020-09-21 09:50,252.0409,2020-09-21 09:50,5824.7917,2020-09-21 09:50,9844.9142,2020-09-21 09:50,2628.2513,2020-09-21 09:50,3332.7459,2020-09-21 09:50,4717.4671,2020-09-21 09:50,6936.9581,2020-09-21 09:50,4761.0921,2020-09-21 09:50,6474.4778,2020-09-21 09:50,5006.2925,2020-09-21 09:50,13207.7852,2020-09-21 09:50,7732.9308,2020-09-21 09:50,8794.5652,2020-09-21 09:50,2581.7731,2020-09-21 09:50,1652.8128,2020-09-21 09:50,3639.5535,2020-09-21 09:50,12416.6141,2020-09-21 09:50,3030.5388,2020-09-21 09:50,2214.1339,2020-09-21 09:50,2317.2613,2020-09-21 09:50,955.3485,2020-09-21 09:50,5951.3954,2020-09-21 09:50,6898.6488
2020-09-21 09:51,3333.5597,2020-09-21 09:51,3493.7869,2020-09-21 09:51,252.0240,2020-09-21 09:51,5829.1401,2020-09-21 09:51,9851.7490,2020-09-21 09:51,2628.3691,2020-09-21 09:51,3335.3433,2020-09-21 09:51,4721.6198,2020-09-21 09:51,6940.8849,2020-09-21 09:51,4765.8079,2020-09-21 09:51,6480.0460,2020-09-21 09:51,5010.6747,2020-09-21 09:51,13221.7604,2020-09-21 09:51,7743.4311,2020-09-21 09:51,8805.0460,2020-09-21 09:51,2584.5588,2020-09-21 09:51,1654.6837,2020-09-21 09:51,3643.0962,2020-09-21 09:51,12428.5584,2020-09-21 09:51,3033.0296,2020-09-21 09:51,2216.1582,2020-09-21 09:51,2319.3863,2020-09-21 09:51,954.5192,2020-09-21 09:51,5959.4766,2020-09-21 09:51,6906.2777
2020-09-21 09:52,3335.6309,2020-09-21 09:52,3495.9639,2020-09-21 09:52,251.9392,2020-09-21 09:52,5832.6956,2020-09-21 09:52,9857.5890,2020-09-21 09:52,2630.7021,2020-09-21 09:52,3336.6573,2020-09-21 09:52,4725.1862,2020-09-21 09:52,6944.4829,2020-09-21 09:52,4768.4137,2020-09-21 09:52,6483.3999,2020-09-21 09:52,5014.1681,2020-09-21 09:52,13234.2052,2020-09-21 09:52,7752.1602,2020-09-21 09:52,8810.1553,2020-09-21 09:52,2587.9651,2020-09-21 09:52,1655.7420,2020-09-21 09:52,3647.1204,2020-09-21 09:52,12436.8189,2020-09-21 09:52,3035.8751,2020-09-21 09:52,2217.9844,2020-09-21 09:52,2321.2995,2020-09-21 09:52,954.7965,2020-09-21 09:52,5966.1947,2020-09-21 09:52,6912.8747
2020-09-21 09:53,3334.3571,2020-09-21 09:53,3494.6272,2020-09-21 09:53,251.9050,2020-09-21 09:53,5834.2500,2020-09-21 09:53,9847.8300,2020-09-21 09:53,2629.9684,2020-09-21 09:53,3333.1632,2020-09-21 09:53,4721.9227,2020-09-21 09:53,6945.8305,2020-09-21 09:53,4763.8457,2020-09-21 09:53,6484.7156,2020-09-21 09:53,5011.8004,2020-09-21 09:53,13230.5546,2020-09-21 09:53,7748.7098,2020-09-21 09:53,8803.7874,2020-09-21 09:53,2588.4197,2020-09-21 09:53,1655.1007,2020-09-21 09:53,3647.6715,2020-09-21 09:53,12432.4100,2020-09-21 09:53,3036.5984,2020-09-21 09:53,2217.7435,2020-09-21 09:53,2321.0474,2020-09-21 09:53,954.6962,2020-09-21 09:53,5963.5392,2020-09-21 09:53,6910.9260
2020-09-21 09:54,3334.7313,2020-09-21 09:54,3495.0184,2020-09-21 09:54,251.9716,2020-09-21 09:54,5836.9513,2020-09-21 09:54,9851.4580,2020-09-21 09:54,2629.7449,2020-09-21 09:54,3334.8671,2020-09-21 09:54,4723.8141,2020-09-21 09:54,6948.8131,2020-09-21 09:54,4765.8704,2020-09-21 09:54,6488.0489,2020-09-21 09:54,5013.9470,2020-09-21 09:54,13238.8869,2020-09-21 09:54,7753.2324,2020-09-21 09:54,8804.2784,2020-09-21 09:54,2592.2352,2020-09-21 09:54,1655.5371,2020-09-21 09:54,3652.2745,2020-09-21 09:54,12436.8652,2020-09-21 09:54,3039.8781,2020-09-21 09:54,2218.9577,2020-09-21 09:54,2322.3230,2020-09-21 09:54,953.9252,2020-09-21 09:54,5967.0198,2020-09-21 09:54,6915.0609
2020-09-21 09:55,3339.8513,2020-09-21 09:55,3500.3970,2020-09-21 09:55,251.8771,2020-09-21 09:55,5847.0042,2020-09-21 09:55,9868.3625,2020-09-21 09:55,2632.0802,2020-09-21 09:55,3340.9730,2020-09-21 09:55,4733.0966,2020-09-21 09:55,6962.4982,2020-09-21 09:55,4773.6691,2020-09-21 09:55,6499.7304,2020-09-21 09:55,5023.5977,2020-09-21 09:55,13269.2292,2020-09-21 09:55,7772.5860,2020-09-21 09:55,8824.0368,2020-09-21 09:55,2600.3652,2020-09-21 09:55,1658.9734,2020-09-21 09:55,3663.4418,2020-09-21 09:55,12459.1647,2020-09-21 09:55,3048.6293,2020-09-21 09:55,2223.5292,2020-09-21 09:55,2327.1149,2020-09-21 09:55,953.8896,2020-09-21 09:55,5981.9147,2020-09-21 09:55,6931.0556
2020-09-21 09:56,3337.5270,2020-09-21 09:56,3497.9509,2020-09-21 09:56,252.0885,2020-09-21 09:56,5842.9458,2020-09-21 09:56,9857.6563,2020-09-21 09:56,2630.5977,2020-09-21 09:56,3337.2762,2020-09-21 09:56,4728.2984,2020-09-21 09:56,6961.2207,2020-09-21 09:56,4768.6322,2020-09-21 09:56,6494.2241,2020-09-21 09:56,5018.7098,2020-09-21 09:56,13256.5324,2020-09-21 09:56,7765.1350,2020-09-21 09:56,8816.0925,2020-09-21 09:56,2596.5005,2020-09-21 09:56,1657.4467,2020-09-21 09:56,3659.4526,2020-09-21 09:56,12449.2110,2020-09-21 09:56,3046.5768,2020-09-21 09:56,2222.0947,2020-09-21 09:56,2325.6119,2020-09-21 09:56,953.7343,2020-09-21 09:56,5976.1803,2020-09-21 09:56,6924.3489
2020-09-21 09:57,3336.6552,2020-09-21 09:57,3497.0333,2020-09-21 09:57,252.1753,2020-09-21 09:57,5842.4895,2020-09-21 09:57,9853.6274,2020-09-21 09:57,2629.0545,2020-09-21 09:57,3335.8308,2020-09-21 09:57,4726.7740,2020-09-21 09:57,6959.8906,2020-09-21 09:57,4766.5588,2020-09-21 09:57,6493.5553,2020-09-21 09:57,5017.3611,2020-09-21 09:57,13253.2919,2020-09-21 09:57,7762.2713,2020-09-21 09:57,8814.0356,2020-09-21 09:57,2597.1208,2020-09-21 09:57,1657.0406,2020-09-21 09:57,3659.9427,2020-09-21 09:57,12445.8902,2020-09-21 09:57,3046.5201,2020-09-21 09:57,2221.6226,2020-09-21 09:57,2325.1157,2020-09-21 09:57,954.0801,2020-09-21 09:57,5973.9763,2020-09-21 09:57,6922.2930
2020-09-21 09:58,3335.5294,2020-09-21 09:58,3495.8452,2020-09-21 09:58,252.4091,2020-09-21 09:58,5839.5475,2020-09-21 09:58,9850.2332,2020-09-21 09:58,2628.2365,2020-09-21 09:58,3334.7473,2020-09-21 09:58,4724.7935,2020-09-21 09:58,6957.5556,2020-09-21 09:58,4763.8868,2020-09-21 09:58,6490.4602,2020-09-21 09:58,5015.1881,2020-09-21 09:58,13249.5152,2020-09-21 09:58,7760.3870,2020-09-21 09:58,8811.0810,2020-09-21 09:58,2596.5612,2020-09-21 09:58,1656.6597,2020-09-21 09:58,3658.9309,2020-09-21 09:58,12442.9896,2020-09-21 09:58,3045.2376,2020-09-21 09:58,2220.9578,2020-09-21 09:58,2324.4191,2020-09-21 09:58,954.0345,2020-09-21 09:58,5972.5262,2020-09-21 09:58,6920.0014
2020-09-21 09:59,3333.9228,2020-09-21 09:59,3494.1609,2020-09-21 09:59,252.3050,2020-09-21 09:59,5836.7360,2020-09-21 09:59,9844.7077,2020-09-21 09:59,2627.9124,2020-09-21 09:59,3333.0333,2020-09-21 09:59,4722.7494,2020-09-21 09:59,6954.3685,2020-09-21 09:59,4761.8219,2020-09-21 09:59,6486.4578,2020-09-21 09:59,5012.7926,2020-09-21 09:59,13243.3168,2020-09-21 09:59,7757.3095,2020-09-21 09:59,8807.9439,2020-09-21 09:59,2594.9496,2020-09-21 09:59,1655.9547,2020-09-21 09:59,3656.4740,2020-09-21 09:59,12438.4209,2020-09-21 09:59,3043.2655,2020-09-21 09:59,2219.8320,2020-09-21 09:59,2323.2384,2020-09-21 09:59,954.2085,2020-09-21 09:59,5970.1577,2020-09-21 09:59,6916.8371
2020-09-21 10:00,3334.1835,2020-09-21 10:00,3494.4271,2020-09-21 10:00,252.5957,2020-09-21 10:00,5840.7838,2020-09-21 10:00,9844.0203,2020-09-21 10:00,2627.9926,2020-09-21 10:00,3331.9370,2020-09-21 10:00,4723.7354,2020-09-21 10:00,6957.2588,2020-09-21 10:00,4762.3086,2020-09-21 10:00,6490.8749,2020-09-21 10:00,5014.4182,2020-09-21 10:00,13254.8835,2020-09-21 10:00,7765.6191,2020-09-21 10:00,8818.6672,2020-09-21 10:00,2598.3739,2020-09-21 10:00,1657.7827,2020-09-21 10:00,3660.5328,2020-09-21 10:00,12448.8260,2020-09-21 10:00,3046.1321,2020-09-21 10:00,2221.3427,2020-09-21 10:00,2324.8215,2020-09-21 10:00,954.3208,2020-09-21 10:00,5976.5529,2020-09-21 10:00,6923.1641
